bond_code,bond_name,putback_start,putback_end,convert_start,convert_end,value_date,expire_date,bond_period,hist_adj_count
123221,力诺转债,2027-08-23,2026-03-12,2024-02-29,2026-03-12,2023-08-23,2026-03-13,2.5562,0
123222,博俊转债,2027-09-08,2029-09-07,2024-03-14,2029-09-07,2023-09-08,2029-09-08,6,0
123223,九典转02,2027-09-15,2029-09-14,2024-03-21,2029-09-14,2023-09-15,2029-09-15,6,0
123224,宇邦转债,2027-09-19,2029-09-18,2024-03-25,2029-09-18,2023-09-19,2029-09-19,6,1
123225,翔丰转债,2027-10-10,2029-10-09,2024-04-16,2029-10-09,2023-10-10,2029-10-10,6,1
123226,中富转债,2027-10-16,2025-04-10,2024-04-22,2025-04-10,2023-10-16,2025-04-11,1.4877,1
123227,雅创转债,2027-10-20,2025-03-31,2024-04-26,2025-03-31,2023-10-20,2025-04-01,1.4493,1
123228,震裕转债,2027-10-20,2025-04-22,2024-04-26,2025-04-22,2023-10-20,2025-04-23,1.5096,1
123229,艾录转债,2027-10-23,2029-10-22,2024-04-29,2029-10-22,2023-10-23,2029-10-23,6,0
123230,金钟转债,2027-11-09,2026-01-19,2024-05-15,2026-01-19,2023-11-09,2026-01-20,2.2,1
123231,信测转债,2027-11-09,2025-09-07,2024-05-15,2025-09-05,2023-11-09,2025-09-08,1.8329,0
123232,金现转债,2027-11-27,2025-09-23,2024-06-03,2025-09-23,2023-11-27,2025-09-24,1.8274,0
123233,凯盛转债,2027-11-29,2026-01-14,2024-06-05,2026-01-14,2023-11-29,2026-01-15,2.1315,0
123234,中能转债,2027-12-11,2025-12-15,2024-06-17,2025-12-15,2023-12-11,2025-12-16,2.0164,1
123235,亿田转债,2027-12-21,2029-12-20,2024-06-27,2029-12-20,2023-12-21,2029-12-21,6,0
123236,家联转债,2027-12-22,2029-12-21,2024-06-28,2029-12-21,2023-12-22,2029-12-22,6,1
123237,佳禾转债,2028-01-04,2030-01-03,2024-07-10,2030-01-03,2024-01-04,2030-01-04,6,1
123238,卡倍转02,2028-01-11,2025-01-14,2024-07-17,2025-01-14,2024-01-11,2025-01-15,1.011,1
123239,锋工转债,2028-01-19,2026-03-30,2024-07-25,2026-03-30,2024-01-19,2026-03-31,2.1973,0
123240,楚天转债,2028-01-31,2025-12-21,2024-08-06,2025-12-19,2024-01-31,2025-12-22,1.8932,2
123241,欧通转债,2028-07-05,2030-07-04,2025-01-13,2030-07-04,2024-07-05,2030-07-05,6,0
123242,赛龙转债,2028-07-08,2026-03-04,2025-01-13,2026-03-04,2024-07-08,2026-03-05,1.6575,0
123243,严牌转债,2028-07-10,2030-07-09,2025-01-16,2030-07-09,2024-07-10,2030-07-10,6,0
123244,松原转债,2028-08-01,2025-09-29,2025-02-07,2025-09-29,2024-08-01,2025-09-30,1.1644,0
123245,集智转债,2028-08-14,2030-08-13,2025-02-20,2030-08-13,2024-08-14,2030-08-14,6,0
123246,远信转债,2028-08-16,2026-04-15,2025-02-24,2026-04-15,2024-08-16,2026-04-16,1.6658,0
123247,万凯转债,2028-08-16,2030-08-15,2025-02-24,2030-08-15,2024-08-16,2030-08-16,6,0
123248,恒辉转债,2028-08-21,2025-07-31,2025-02-27,2025-07-31,2024-08-21,2025-08-01,0.9452,0
123249,英搏转债,2028-10-24,2026-01-06,2025-04-30,2026-01-06,2024-10-24,2026-01-07,1.2055,0
123250,嘉益转债,2028-11-07,2030-11-06,2025-05-13,2030-11-06,2024-11-07,2030-11-07,6,0
123251,华医转债,2028-12-23,2030-12-22,2025-06-27,2030-12-22,2024-12-23,2030-12-23,6,0
123252,银邦转债,2029-01-07,2031-01-06,2025-07-14,2031-01-06,2025-01-07,2031-01-07,6,0
123253,永贵转债,2029-03-13,2031-03-12,2025-09-19,2031-03-12,2025-03-13,2031-03-13,6,0
123254,亿纬转债,2029-03-24,2031-03-23,2025-09-29,2031-03-24,2025-03-24,2031-03-24,6,0
123255,鼎龙转债,2029-04-02,2031-04-01,2025-10-09,2031-04-01,2025-04-02,2031-04-02,6,0
123256,恒帅转债,2029-05-29,2031-05-28,2025-12-05,2031-05-28,2025-05-29,2031-05-29,6,0
123257,安克转债,2029-06-16,2031-06-15,2025-12-22,2031-06-15,2025-06-16,2031-06-16,6,0
123258,胜蓝转02,2029-08-28,2031-08-27,2026-03-03,2031-08-27,2025-08-28,2031-08-28,6,0
123259,锦浪转02,2029-10-17,2031-10-16,2026-04-23,2031-10-16,2025-10-17,2031-10-17,6,1
123260,卓镁转债,2029-11-07,2031-11-06,2026-05-13,2031-11-06,2025-11-07,2031-11-07,6,0
123261,普联转债,2029-12-05,2031-12-04,2026-06-11,2031-12-04,2025-12-05,2031-12-05,6,0
123262,神宇转债,2029-12-11,2031-12-10,2026-06-17,2031-12-10,2025-12-11,2031-12-11,6,0
123263,鼎捷转债,2029-12-15,2031-12-14,2026-06-22,2031-12-14,2025-12-15,2031-12-15,6,0
123264,双乐转债,2029-12-26,2031-12-25,2026-07-06,2031-12-25,2025-12-26,2031-12-26,6,0
123265,耐普转02,2030-01-16,2032-01-15,2026-07-22,2032-01-15,2026-01-16,2032-01-16,6,0
123266,博士转债,2030-03-18,2032-03-17,2026-09-24,2032-03-17,2026-03-18,2032-03-18,6,0
124001,劲刚定转,2023-12-03,2022-03-24,2020-12-03,2022-03-25,2019-12-03,2022-03-25,2.3096,0
124002,华铭定转,2023-12-24,2025-12-23,2020-12-24,2025-12-23,2019-12-24,2025-12-24,6,0
124003,必创定转,,2021-11-10,2021-01-08,2021-11-11,2020-01-08,2021-11-11,1.8438,0
124004,中京定转,2024-01-20,2022-09-19,2021-01-20,2022-09-20,2020-01-20,2022-09-20,2.6685,0
124005,中京定02,2026-02-22,2022-09-08,2021-02-22,2026-02-20,2020-02-21,2022-09-09,2.5507,0
124006,高新定转,2022-03-11,2024-12-18,2024-12-16,2026-03-10,2020-03-11,2024-12-19,4.7781,0
124007,雷科定转,2024-03-14,2021-07-14,2021-03-15,2021-07-15,2020-03-13,2021-07-15,1.3397,0
124008,辉隆定转,2023-04-14,2021-11-28,2021-04-14,2021-11-29,2020-04-14,2021-11-29,1.6274,0
124009,辉隆定02,2023-04-21,2021-03-15,2020-10-21,2021-03-17,2020-04-21,2021-03-16,0.9014,0
124010,科斯定转,,2021-09-02,2021-08-23,2021-09-15,2020-04-27,2021-09-03,1.3534,0
124011,必创定02,,2020-12-14,2020-11-06,2023-05-05,2020-05-06,2020-12-15,0.611,0
124012,雷科定02,2024-05-26,2026-01-21,2020-11-26,2026-01-22,2020-05-26,2026-01-22,5.663,0
124013,劲刚定02,,2021-07-18,2021-05-07,2026-05-06,2020-05-07,2021-07-19,1.2,0
124014,华铭定02,2024-07-17,2025-09-08,2021-01-18,2025-09-09,2020-07-17,2025-09-09,5.1507,0
124015,北新定转,2024-08-03,2022-06-23,2021-08-03,2022-06-24,2020-08-03,2022-06-24,1.8904,0
124016,TCL定转1,2021-11-11,2021-12-01,2021-11-11,2021-12-02,2020-11-11,2021-12-02,1.0575,0
124017,TCL定转2,2021-05-31,2022-11-29,2021-05-31,2022-11-29,2020-11-30,2022-11-30,2,1
124018,易成定转,2020-12-16,2022-12-25,2021-06-16,2022-12-26,2020-12-16,2022-12-26,2.0274,0
124019,容大定转,2024-01-13,2022-02-16,2022-01-13,2022-02-17,2021-01-13,2022-02-17,1.0959,0
124021,北新定02,2025-04-28,2022-06-23,2022-04-28,2022-06-24,2021-04-28,2022-06-24,1.1562,0
124022,楚天定转,2025-06-09,2021-12-23,2021-12-09,2021-12-24,2021-06-09,2021-12-24,0.5425,0
124023,铜陵定转,2027-08-05,2024-05-22,2024-02-05,2024-05-23,2023-08-05,2024-05-23,0.8,0
124024,铜陵定02,2027-09-21,2025-09-29,2024-03-27,2025-09-30,2023-09-21,2025-09-30,2.0274,0
124025,富乐定转,2027-07-08,2029-07-07,2026-01-14,2029-07-07,2025-07-08,2029-07-08,4,0
125002,万科转债,2002-12-13,2004-04-22,2002-12-13,2004-04-22,2002-06-13,2004-04-23,1.8579,0
125009,宝安转债,1994-01-01,1995-12-31,1993-06-01,1996-01-02,1993-01-01,1996-01-01,3,0
125024,招商转债,2007-03-01,2007-05-24,2007-03-01,2007-05-25,2006-08-30,2007-05-25,0.7342,0
125069,侨城转债,2006-07-01,2005-04-21,2004-07-01,2005-04-21,2003-12-31,2005-04-22,1.306,0
125089,深机转债,2015-07-15,2015-05-28,2012-01-16,2015-05-29,2011-07-15,2015-05-29,3.874,0
125301,丝绸转债,2002-08-27,2003-08-27,2000-05-29,2003-08-27,1998-08-28,2003-08-28,5,0
125302,茂炼转债,2003-07-27,2004-07-27,,,1999-07-28,2004-07-28,5,0
125488,晨鸣转债,2006-09-15,2007-05-13,2005-03-15,2007-05-14,2004-09-15,2007-05-14,2.6603,1
125528,柳工转债,2008-10-20,2009-06-21,2008-10-20,2009-06-22,2008-04-18,2009-06-22,1.1781,1
125572,海马转债,2008-07-16,2009-05-31,2008-07-16,2009-05-27,2008-01-16,2009-06-01,1.3726,2
125629,钢钒转债,2007-02-22,2004-04-05,2003-07-22,2004-04-05,2003-01-22,2004-04-06,1.2022,0
125630,铜都转债,2004-05-21,2006-06-29,2003-11-21,2006-06-29,2003-05-21,2006-06-30,3.1038,0
125709,唐钢转债,2008-06-14,2012-12-13,2008-06-16,2012-12-13,2007-12-14,2012-12-14,5,0
125717,韶钢转债,2007-08-06,2007-10-08,2007-08-06,2007-10-08,2007-02-06,2007-10-09,0.6712,0
125729,燕京转债,2003-10-16,2007-10-15,2003-10-16,2007-10-16,2002-10-16,2007-10-16,5,0
125731,美丰转债,2013-06-02,2013-04-14,2010-12-02,2013-04-15,2010-06-02,2013-04-15,2.8658,0
125822,海化转债,2005-03-07,2008-02-17,2005-03-07,2008-02-18,2004-09-07,2008-02-18,3.4493,0
125887,中鼎转债,2012-02-11,2014-07-31,2011-08-11,2014-08-01,2011-02-11,2014-08-01,3.4712,1
125898,鞍钢转债,2004-09-14,2005-03-14,2000-09-18,2005-03-14,2000-03-15,2005-03-15,5,0
125930,丰原转债,2003-10-27,2006-03-12,2003-10-27,2006-03-13,2003-04-24,2006-03-13,2.8798,1
125932,华菱转债,2005-01-17,2007-05-30,2005-01-17,2007-05-31,2004-07-16,2007-05-31,2.874,1
125936,华西转债,2006-09-01,2006-08-13,2004-03-01,2006-08-14,2003-09-01,2006-08-14,2.9454,3
125937,金牛转债,2008-08-11,2008-03-10,2005-02-16,2008-03-10,2004-08-11,2008-03-11,3.5836,1
125959,首钢转债,2007-12-16,2007-04-05,2004-06-16,2007-04-06,2003-12-16,2007-04-06,3.2978,4
125960,锡业转债,2009-05-14,2010-12-02,2007-11-14,2010-12-02,2007-05-14,2010-12-03,3.5534,0
125969,安泰转债,,2010-06-09,2010-03-16,2010-06-09,2009-09-16,2010-06-10,0.7315,0
126001,06马钢债,,,,,,2011-11-13,5,0
126002,06中化债,,,,,,2012-12-01,6,0
126002,万科转2,2005-03-24,2006-04-06,2005-03-24,2006-04-06,2004-09-24,2006-04-07,1.5342,0
126003,07云化债,,,,,,2013-01-29,6,0
126005,07武钢债,,,,,,2012-03-26,5,0
126006,07深高债,,,,,,2013-10-09,6,0
126007,07日照债,,,,,,2013-11-27,6,0
126008,08上汽债,,,,,,2013-12-19,6,0
126009,08赣粤债,,,,,,2014-01-28,6,0
126010,08中远债,,,,,,2014-01-28,6,0
126011,08石化债,,,,,,2014-02-20,6,0
126012,08上港债,,,,,,2011-02-20,3,0
126013,08青啤债,,,,,,2014-04-02,6,0
126014,08国电债,,,,,,2014-05-07,6,0
126015,08康美债,,,,,,2014-05-08,6,0
126016,08宝钢债,,,,,,2014-06-20,6,0
126017,08葛洲债,,,,,,2014-06-26,6,0
126018,08江铜债,,,,,,2016-09-22,8,0
126019,09长虹债,,,,,,2015-07-31,6,0
126301,丝绸转2,2006-09-09,2006-09-10,2003-03-10,2006-09-11,2002-09-09,2006-09-11,3.9973,3
126630,铜陵转债,,2011-03-23,2011-01-17,2011-03-23,2010-07-15,2011-03-24,0.6904,0
126729,燕京转债,2011-04-15,2015-06-04,2011-04-15,2015-06-05,2010-10-15,2015-06-05,4.6411,1
127001,海直转债,2014-12-19,2014-09-21,2013-06-19,2014-09-22,2012-12-19,2014-09-22,1.7589,0
127002,徐工转债,2017-10-25,2015-02-05,2014-04-25,2015-02-06,2013-10-25,2015-02-06,1.2849,0
127003,海印转债,2020-06-08,2022-06-07,2016-12-16,2022-06-07,2016-06-08,2022-06-08,6,2
127004,模塑转债,2021-06-02,2023-06-01,2017-12-08,2023-06-01,2017-06-02,2023-06-02,6,0
127005,长证转债,2022-03-12,2024-03-11,2018-09-17,2024-03-11,2018-03-12,2024-03-12,6,0
127006,敖东转债,2022-03-13,2024-03-12,2018-09-19,2024-03-13,2018-03-13,2024-03-13,6,1
127007,湖广转债,2022-06-28,2024-06-27,2019-01-04,2024-06-28,2018-06-28,2024-06-28,6,2
127008,特发转债,2021-11-16,2021-03-04,2019-05-22,2021-03-04,2018-11-16,2021-03-05,2.2986,0
127009,冰轮转债,2023-01-14,2019-10-14,2019-07-18,2019-10-14,2019-01-14,2019-10-15,0.7507,0
127010,平银转债,,2019-09-18,2019-07-25,2019-09-18,2019-01-21,2019-09-19,0.6603,0
127011,中鼎转2,2023-03-08,2022-02-23,2019-09-16,2022-02-23,2019-03-08,2022-02-24,2.9699,0
127012,招路转债,2023-03-22,2024-03-25,2019-09-30,2024-03-25,2019-03-22,2024-03-26,5.0164,0
127013,创维转债,2023-04-15,2022-06-28,2019-10-21,2022-06-28,2019-04-15,2022-06-29,3.2082,0
127014,北方转债,2023-10-24,2025-04-06,2020-04-30,2025-04-03,2019-10-24,2025-04-07,5.4575,0
127015,希望转债,2024-01-03,2026-01-02,2020-07-09,2025-12-31,2020-01-03,2026-01-03,6,1
127016,鲁泰转债,2024-04-09,2026-04-08,2020-10-15,2026-04-08,2020-04-09,2026-04-09,6,0
127017,万青转债,2024-06-03,2026-06-02,2020-12-09,2026-06-02,2020-06-03,2026-06-03,6,1
127018,本钢转债,2024-06-29,2026-06-28,2021-01-04,2026-06-28,2020-06-29,2026-06-29,6,1
127019,国城转债,2024-07-15,2025-12-11,2021-01-21,2025-12-11,2020-07-15,2025-12-12,5.4137,1
127020,中金转债,2024-07-20,2025-11-25,2021-01-25,2025-11-25,2020-07-20,2025-11-26,5.3562,0
127021,特发转2,2023-08-07,2023-05-10,2021-02-18,2023-05-10,2020-08-07,2023-05-11,2.7589,1
127022,恒逸转债,2024-10-16,2026-03-24,2021-04-22,2026-03-24,2020-10-16,2026-03-25,5.4411,1
127023,华菱转2,2025-10-23,2021-07-15,2021-04-29,2021-07-15,2020-10-23,2021-07-16,0.7288,0
127024,盈峰转债,2024-11-04,2026-11-03,2021-05-10,2026-11-03,2020-11-04,2026-11-04,6,0
127025,冀东转债,2024-11-05,2026-11-04,2021-05-11,2026-11-04,2020-11-05,2026-11-05,6,0
127026,超声转债,2024-12-08,2026-12-07,2021-06-15,2026-12-07,2020-12-08,2026-12-08,6,0
127027,能化转债,2024-12-10,2026-12-09,2021-06-16,2026-12-09,2020-12-10,2026-12-10,6,0
127028,英特转债,2025-01-05,2026-01-22,2021-07-12,2026-01-22,2021-01-05,2026-01-23,5.0521,1
127029,中钢转债,2025-03-19,2023-10-30,2021-09-27,2023-10-30,2021-03-19,2023-10-31,2.6192,0
127030,盛虹转债,2025-03-22,2027-03-21,2021-09-27,2027-03-21,2021-03-22,2027-03-22,6,0
127031,洋丰转债,2025-03-25,2027-03-24,2021-10-08,2027-03-24,2021-03-25,2027-03-25,6,1
127032,苏行转债,2022-04-12,2025-03-06,2021-10-18,2025-03-06,2021-04-12,2025-03-07,3.9041,0
127033,中装转2,2025-04-16,2027-04-15,2021-10-22,2025-09-18,2021-04-16,2027-04-16,6,3
127034,绿茵转债,2025-04-30,2027-04-29,2021-11-11,2027-04-29,2021-04-30,2027-04-30,6,0
127035,濮耐转债,2024-05-26,2025-08-20,2021-12-01,2025-08-20,2021-05-26,2025-08-21,4.2411,0
127036,三花转债,2025-06-01,2023-07-31,2021-12-07,2023-07-31,2021-06-01,2023-08-01,2.1671,0
127037,银轮转债,2025-06-07,2027-06-06,2021-12-13,2027-06-04,2021-06-07,2027-06-07,6,0
127038,国微转债,2025-06-10,2027-06-09,2021-12-17,2027-06-09,2021-06-10,2027-06-10,6,0
127039,北港转债,2025-06-29,2026-02-12,2022-01-05,2026-02-12,2021-06-29,2026-02-13,4.6301,0
127040,国泰转债,2025-07-07,2027-07-06,2022-01-13,2027-07-06,2021-07-07,2027-07-07,6,0
127041,弘亚转债,2024-07-12,2026-07-11,2022-01-17,2026-07-11,2021-07-12,2026-07-12,5,1
127042,嘉美转债,2025-08-09,2026-02-05,2022-02-14,2026-02-05,2021-08-09,2026-02-06,4.4986,0
127043,川恒转债,2025-08-12,2025-07-17,2022-02-18,2025-07-17,2021-08-12,2025-07-18,3.9342,0
127044,蒙娜转债,2025-08-16,2027-08-15,2022-02-21,2027-08-15,2021-08-16,2027-08-16,6,1
127045,牧原转债,2025-08-16,2027-08-15,2022-02-21,2027-08-15,2021-08-16,2027-08-16,6,0
127046,百润转债,2025-09-29,2027-09-28,2022-04-12,2027-09-28,2021-09-29,2027-09-29,6,1
127047,帝欧转债,2025-10-25,2027-10-24,2022-04-29,2027-10-24,2021-10-25,2027-10-25,6,1
127048,中大转债,2025-10-26,2022-09-01,2022-05-05,2022-09-01,2021-10-26,2022-09-02,0.8521,0
127049,希望转2,2025-11-02,2027-11-01,2022-05-09,2027-11-01,2021-11-02,2027-11-02,6,1
127050,麒麟转债,2025-11-11,2027-11-10,2022-05-17,2027-11-10,2021-11-11,2027-11-11,6,1
127051,博杰转债,2026-11-17,2025-04-24,2022-05-23,2025-04-24,2021-11-17,2025-04-25,3.4384,1
127052,西子转债,2025-12-24,2025-09-21,2022-06-30,2025-09-19,2021-12-24,2025-09-22,3.7479,2
127053,豪美转债,2026-01-24,2028-01-23,2022-07-28,2028-01-23,2022-01-24,2028-01-24,6,1
127054,双箭转债,2026-02-11,2028-02-10,2022-08-17,2028-02-10,2022-02-11,2028-02-11,6,0
127055,精装转债,2026-02-22,2028-02-21,2022-08-29,2028-02-21,2022-02-22,2028-02-22,6,0
127056,中特转债,2026-02-25,2028-02-24,2022-09-05,2028-02-24,2022-02-25,2028-02-25,6,0
127057,盘龙转债,2026-03-03,2023-03-29,2022-09-09,2023-03-29,2022-03-03,2023-03-30,1.074,0
127058,科伦转债,2026-03-18,2024-03-31,2022-09-26,2024-03-29,2022-03-18,2024-04-01,2.0411,0
127059,永东转2,2026-04-08,2028-04-07,2022-10-14,2028-04-07,2022-04-08,2028-04-08,6,0
127060,湘佳转债,2026-04-19,2028-04-18,2022-10-25,2028-04-18,2022-04-19,2028-04-19,6,0
127061,美锦转债,2026-04-20,2028-04-19,2022-10-26,2028-04-19,2022-04-20,2028-04-20,6,1
127062,垒知转债,2026-04-21,2028-04-20,2022-10-27,2028-04-20,2022-04-21,2028-04-21,6,0
127063,贵轮转债,2026-04-22,2024-04-24,2022-10-28,2024-04-24,2022-04-22,2024-04-25,2.011,0
127064,杭氧转债,2026-05-19,2028-05-18,2022-11-25,2028-05-18,2022-05-19,2028-05-19,6,1
127065,瑞鹄转债,2026-06-22,2024-03-31,2022-12-28,2024-03-29,2022-06-22,2024-04-01,1.7781,0
127066,科利转债,2026-07-08,2028-07-07,2023-01-16,2028-07-07,2022-07-08,2028-07-08,6,0
127067,恒逸转2,2026-07-21,2028-07-20,2023-01-30,2028-07-20,2022-07-21,2028-07-21,6,0
127068,顺博转债,2026-08-12,2028-08-11,2023-02-20,2028-08-11,2022-08-12,2028-08-12,6,1
127069,小熊转债,2026-08-12,2028-08-11,2023-02-20,2028-08-11,2022-08-12,2028-08-12,6,0
127070,大中转债,2026-08-17,2028-08-16,2023-02-23,2028-08-16,2022-08-17,2028-08-17,6,0
127071,天箭转债,2026-08-22,2026-03-05,2023-02-27,2026-03-05,2022-08-22,2026-03-06,3.5397,0
127072,博实转债,2026-09-22,2028-09-21,2023-03-28,2028-09-21,2022-09-22,2028-09-22,6,0
127073,天赐转债,2025-09-23,2025-12-02,2023-03-29,2025-12-02,2022-09-23,2025-12-03,3.1973,1
127074,麦米转2,2026-10-13,2024-12-05,2023-04-19,2024-12-05,2022-10-13,2024-12-06,2.1507,0
127075,百川转2,2026-10-19,2026-03-31,2023-04-25,2026-03-31,2022-10-19,2026-04-01,3.4521,2
127076,中宠转2,2026-10-25,2026-04-07,2023-05-04,2026-04-07,2022-10-25,2026-04-08,3.4548,0
127077,华宏转债,2026-12-02,2025-09-16,2023-06-08,2025-09-16,2022-12-02,2025-09-17,2.7945,2
127078,优彩转债,2026-12-14,2028-12-13,2023-06-20,2028-12-13,2022-12-14,2028-12-14,6,0
127079,华亚转债,2026-12-16,2028-12-15,2023-06-26,2028-12-15,2022-12-16,2028-12-16,6,2
127080,声迅转债,2026-12-30,2028-12-29,2023-07-07,2028-12-29,2022-12-30,2028-12-30,6,0
127081,中旗转债,2027-03-03,2025-12-21,2023-09-11,2025-12-19,2023-03-03,2025-12-22,2.8082,1
127082,亚科转债,2027-03-09,2029-03-08,2023-09-15,2029-03-08,2023-03-09,2029-03-09,6,0
127083,山路转债,2027-03-24,2029-03-23,2023-10-09,2029-03-23,2023-03-24,2029-03-24,6,0
127084,柳工转2,2027-03-27,2029-03-26,2023-10-09,2029-03-26,2023-03-27,2029-03-27,6,0
127085,韵达转债,2027-04-11,2029-04-10,2023-10-17,2029-04-10,2023-04-11,2029-04-11,6,0
127086,恒邦转债,2027-06-12,2025-11-27,2023-12-18,2025-11-27,2023-06-12,2025-11-28,2.4658,0
127087,星帅转2,2027-06-14,2025-04-09,2023-12-20,2025-04-09,2023-06-14,2025-04-10,1.8247,1
127088,赫达转债,2027-07-03,2029-07-02,2024-01-08,2029-07-02,2023-07-03,2029-07-03,6,0
127089,晶澳转债,2027-07-18,2029-07-17,2024-01-24,2029-07-17,2023-07-18,2029-07-18,6,1
127090,兴瑞转债,2027-07-24,2029-07-23,2024-01-29,2029-07-23,2023-07-24,2029-07-24,6,0
127091,科数转债,2027-08-23,2025-04-15,2024-02-29,2025-04-15,2023-08-23,2025-04-16,1.6493,1
127092,运机转债,2027-09-21,2029-09-20,2024-03-27,2029-09-20,2023-09-21,2029-09-21,6,0
127093,章鼓转债,2027-10-17,2029-10-16,2024-04-23,2029-10-16,2023-10-17,2029-10-17,6,0
127094,红墙转债,2027-10-18,2026-04-14,2024-04-24,2026-04-14,2023-10-18,2026-04-15,2.4932,0
127095,广泰转债,2027-10-18,2029-10-17,2024-04-24,2029-10-17,2023-10-18,2029-10-18,6,0
127096,泰坦转债,2027-10-25,2029-10-24,2024-05-06,2029-10-24,2023-10-25,2029-10-25,6,0
127097,三羊转债,2027-10-26,2025-10-16,2024-05-06,2025-10-16,2023-10-26,2025-10-17,1.9781,0
127098,欧晶转债,2027-11-24,2029-11-23,2024-05-30,2029-11-23,2023-11-24,2029-11-24,6,1
127099,盛航转债,2027-12-06,2029-12-05,2024-06-12,2029-12-05,2023-12-06,2029-12-06,6,1
127100,神码转债,2027-12-21,2025-03-27,2024-06-27,2025-03-27,2023-12-21,2025-03-28,1.2685,0
127101,豪鹏转债,2027-12-22,2025-08-28,2024-06-28,2025-08-28,2023-12-22,2025-08-29,1.6877,0
127102,浙建转债,2027-12-25,2029-12-24,2024-07-01,2029-12-24,2023-12-25,2029-12-25,6,0
127103,东南转债,2028-01-03,2030-01-02,2024-07-09,2030-01-02,2024-01-03,2030-01-03,6,0
127104,姚记转债,2028-01-25,2030-01-24,2024-07-31,2030-01-24,2024-01-25,2030-01-25,6,0
127105,龙星转债,2028-02-01,2030-01-31,2024-08-07,2030-01-31,2024-02-01,2030-02-01,6,0
127106,伟隆转债,2028-08-13,2025-07-31,2025-02-19,2025-07-31,2024-08-13,2025-08-01,0.9671,0
127107,领益转债,2028-11-18,2025-10-14,2025-05-22,2025-10-14,2024-11-18,2025-10-15,0.9068,0
127108,太能转债,2029-03-28,2031-03-27,2025-10-09,2031-03-27,2025-03-28,2031-03-28,6,0
127109,电化转债,2029-06-16,2031-06-15,2025-12-22,2031-06-15,2025-06-16,2031-06-16,6,0
127110,广核转债,2029-07-09,2031-07-08,2026-01-15,2031-07-08,2025-07-09,2031-07-09,6,0
127111,金威转债,2029-08-20,2031-08-19,2026-02-26,2031-08-19,2025-08-20,2031-08-20,6,0
127112,尚太转债,2030-01-16,2032-01-15,2026-07-22,2032-01-15,2026-01-16,2032-01-16,6,0
127113,长高转债,2030-03-09,2032-03-08,2026-09-14,2032-03-08,2026-03-09,2032-03-09,6,0
128001,泰尔转债,2013-07-15,2014-11-12,2013-07-15,2014-11-13,2013-01-09,2014-11-13,1.8438,0
128002,东华转债,2017-07-26,2015-05-24,2014-02-07,2015-05-25,2013-07-26,2015-05-25,1.8301,0
128003,华天转债,2017-08-12,2014-11-27,2014-02-17,2014-11-28,2013-08-12,2014-11-28,1.2959,0
128004,久立转债,2018-02-25,2014-12-23,2014-09-04,2014-12-24,2014-02-25,2014-12-24,0.8274,0
128005,齐翔转债,2017-04-18,2015-06-02,2014-10-27,2015-06-03,2014-04-18,2015-06-03,1.126,0
128006,长青转债,2018-06-20,2015-04-15,2014-12-29,2015-04-16,2014-06-20,2015-04-16,0.8219,0
128007,通鼎转债,2018-08-15,2015-07-06,2015-02-25,2015-07-06,2014-08-15,2015-07-07,0.8932,0
128008,齐峰转债,2017-09-15,2015-06-07,2015-03-20,2015-06-08,2014-09-15,2015-06-08,0.7288,0
128009,歌尔转债,2018-12-12,2017-06-29,2015-06-19,2017-06-29,2014-12-12,2017-06-30,2.5507,0
128010,蔚蓝转债,2020-01-22,2021-02-28,2016-07-29,2021-02-26,2016-01-22,2021-03-01,5.1096,0
128011,汽模转债,2020-03-02,2017-08-08,2016-09-09,2017-08-08,2016-03-02,2017-08-09,1.4384,0
128012,辉丰转债,2020-04-21,2021-04-19,2016-10-28,2021-04-19,2016-04-21,2021-04-20,5,1
128013,洪涛转债,2020-07-29,2022-07-28,2017-02-06,2022-07-28,2016-07-29,2022-07-29,6,3
128014,永东转债,2021-04-17,2023-04-16,2017-10-23,2023-04-14,2017-04-17,2023-04-17,6,2
128015,久其转债,2021-06-08,2022-12-11,2017-12-15,2022-12-09,2017-06-08,2022-12-12,5.5151,3
128016,雨虹转债,2021-09-25,2020-04-13,2018-03-29,2020-04-13,2017-09-25,2020-04-14,2.5534,0
128017,金禾转债,2021-11-01,2023-10-31,2018-08-07,2023-11-01,2017-11-01,2023-11-01,6,0
128018,时达转债,2021-11-06,2021-10-27,2018-05-10,2021-10-27,2017-11-06,2021-10-28,3.9781,1
128019,久立转2,2021-11-08,2021-01-06,2018-05-14,2021-01-06,2017-11-08,2021-01-07,3.1671,0
128020,水晶转债,2021-11-17,2020-02-13,2018-05-23,2020-02-13,2017-11-17,2020-02-14,2.2438,1
128021,兄弟转债,2021-11-28,2023-11-27,2018-06-04,2023-11-28,2017-11-28,2023-11-28,6,2
128022,众信转债,2021-12-01,2022-12-20,2018-06-07,2022-12-20,2017-12-01,2022-12-21,5.0575,2
128023,亚太转债,2021-12-04,2023-12-03,2018-06-08,2023-12-04,2017-12-04,2023-12-04,6,0
128024,宁行转债,,2019-08-21,2018-06-11,2019-08-21,2017-12-05,2019-08-22,1.7123,0
128025,特一转债,2021-12-06,2023-12-05,2018-06-12,2023-12-06,2017-12-06,2023-12-06,6,1
128026,众兴转债,2021-12-13,2023-12-12,2018-06-19,2023-12-13,2017-12-13,2023-12-13,6,1
