bond_code,bond_price,convert_value,premium_rate,ytm,remaining_size,convert_price,maturity_redemption_price,coupon_rate_1,coupon_rate_2,coupon_rate_3,coupon_rate_4,coupon_rate_5,coupon_rate_6,coupon_rate_7,coupon_rate_8,coupon_rate_9,coupon_rate_10
113606,,60.114,,,6.0,33.32,115.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
123074,,56.959,,,3.245,29.53,118.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123073,,20.611,,,3.6,36.34,116.0,0.5,0.7,1.2,1.8,2.2,2.8,,,,
127023,,101.544,,,40.0,5.18,106.0,0.2,0.4,0.8,1.2,1.5,2.0,,,,
113605,125.114,101.21,23.6182,-21.0109,14.05,17.35,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113040,,78.253,,,15.0,158.0,108.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123071,132.6,112.09,18.2978,,7.0,6.7,,0.4,0.6,1.0,1.6,2.5,3.0,,,,
123072,126.976,37.679,236.9941,-9.6013,1.42,32.91,120.0,0.5,0.8,1.8,3.0,3.5,4.0,,,,
128135,114.635,37.958,202.0048,0.5591,13.4,55.93,115.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123070,,290.278,,,8.9,20.16,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123069,,160.366,,,3.68,19.15,120.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
127022,,140.044,,,20.0,9.14,,0.2,0.4,0.6,1.2,1.5,2.0,,,,
110075,120.906,93.355,29.5121,-21.4383,160.0,6.17,106.5,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123068,,165.203,,,5.7,18.45,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
113604,,77.682,,,6.4,10.44,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128134,128.271,93.952,36.5282,-26.4094,18.8,21.99,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113603,,265.997,,,8.0,23.88,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128133,,74.867,,,8.0,30.12,112.0,0.4,0.6,1.0,1.5,1.8,2.5,,,,
123067,,116.738,,,3.88,9.38,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
123066,,83.614,,,3.2,22.58,115.0,0.4,0.7,1.0,1.8,2.5,3.5,,,,
128132,,86.645,,,8.5,18.57,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128131,,73.337,,,14.0,19.54,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123065,128.67,60.126,114.0006,-23.9534,2.19,23.8,115.0,0.4,0.7,1.0,1.8,2.5,3.5,,,,
123064,120.4,88.768,35.6345,-19.8427,6.0,21.1,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128130,,152.647,,,12.8,3.4,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128129,107.804,77.25,39.5521,0.4369,50.0,4.0,108.0,0.2,0.4,0.8,1.2,1.6,2.0,,,,
113039,220.442,203.436,8.3594,-123.3808,13.0,2.91,108.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113602,,165.391,,,17.8,35.28,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113601,172.516,173.5,-0.5671,,5.4331,12.0,115.0,0.5,0.8,1.0,1.5,2.5,3.0,,,,
128128,130.41,106.331,22.6453,-38.8871,29.9,5.37,110.0,0.3,0.6,1.0,1.5,1.9,2.0,,,,
128127,117.539,95.928,22.5284,-5.3673,9.5,4.42,115.0,0.5,0.8,1.0,1.5,2.5,3.5,,,,
110074,409.933,360.542,13.6991,-181.8206,7.87,3.32,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
404004,,,,,33.7,0.1,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
110072,,,,,33.7,4.03,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
113600,,96.31,,,5.95,23.85,120.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
127021,,128.629,,,5.5,12.33,110.0,0.3,0.5,1.0,1.5,1.8,,,,,
128126,,115.503,,,21.08,61.15,107.0,0.3,0.5,0.8,1.0,1.5,1.8,,,,
113599,,58.259,,,7.2,24.82,120.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113598,,84.654,,,3.3,13.88,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
113038,,35.797,,,50.0,52.77,107.0,0.3,0.4,0.8,1.5,1.8,2.0,,,,
128125,122.518,95.622,28.1274,-22.5198,4.5,14.39,113.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
113597,134.422,112.673,19.3028,-35.414,3.0,8.68,118.0,0.5,0.7,1.0,1.8,2.5,3.0,,,,
123063,,88.664,,,6.38,4.94,120.0,0.4,0.6,1.2,1.8,2.5,3.0,,,,
128124,106.05,28.004,278.6959,-0.1389,7.38,20.64,106.0,0.3,0.5,0.8,1.2,1.5,2.0,,,,
113596,,57.275,,,12.0,29.21,108.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
128123,,94.015,,,3.2,13.7,110.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
123062,,129.936,,,1.95,17.17,113.0,0.5,0.7,1.0,2.0,2.5,3.0,,,,
110073,107.426,73.355,46.4467,-1.207,80.0,9.42,107.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
128122,,148.801,,,2.689,14.18,,0.3,0.5,1.0,1.5,2.0,,,,,
113037,109.655,78.056,40.4825,0.9657,45.0,3.6,110.0,0.2,0.6,1.2,1.8,2.0,2.5,,,,
123061,134.0,114.575,16.954,-36.9593,2.5,14.82,118.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
123060,,68.567,,,3.1,23.86,112.0,0.4,0.7,1.0,1.5,2.0,2.5,,,,
113594,,361.849,,,3.0,39.37,115.0,0.5,0.7,1.2,1.8,2.2,2.8,,,,
113595,,96.398,,,3.3,6.94,,0.5,0.8,1.0,1.5,2.5,3.0,,,,
113593,,95.45,,,4.0,21.32,115.0,0.4,0.6,1.2,2.0,2.4,2.8,,,,
127020,,130.149,,,38.0,4.71,110.0,0.2,0.4,0.6,1.0,1.5,2.0,,,,
128121,124.924,107.51,16.1976,-43.7894,6.7,12.65,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128120,,95.65,,,2.6,24.37,112.0,0.5,0.7,1.2,1.8,2.2,2.5,,,,
127019,,178.927,,,8.5,21.07,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123059,146.455,140.437,4.2852,-63.9325,3.914,9.15,118.0,0.4,0.7,1.0,1.5,2.5,3.5,,,,
123058,,130.216,,,11.2,21.28,111.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128119,103.461,80.714,28.1822,37.3728,9.5,4.2,115.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
110071,,86.515,,,7.2,6.6,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113592,,72.571,,,9.0,115.9,108.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113036,,124.691,,,5.4,4.86,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128117,,83.015,,,3.6,29.32,118.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
128118,,57.537,,,3.0,27.53,115.0,0.4,0.7,1.2,1.8,3.0,3.5,,,,
113591,,101.833,,,5.5,14.73,116.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
123057,,92.735,,,2.0674,9.91,112.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
127018,119.824,98.48,21.6734,-2.6439,68.0,3.29,119.0,0.6,0.8,1.5,2.9,3.8,5.0,,,,
128116,,85.781,,,6.5,29.82,110.0,0.4,0.5,1.0,1.5,1.9,2.0,,,,
113590,,41.522,,,5.00127,36.39,110.0,0.4,0.7,1.0,1.5,2.0,2.5,,,,
128115,,250.326,,,9.726,12.28,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113589,246.952,82.832,198.136,-225.0627,6.0,12.29,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123056,,58.621,,,5.85,11.89,115.0,0.4,0.7,1.0,1.5,2.5,3.0,,,,
128114,,19.204,,,16.0,16.09,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113588,129.422,100.154,29.223,-69.4388,5.5,12.97,109.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123055,,107.184,,,6.3,12.25,118.0,0.5,0.8,1.0,1.5,2.5,3.0,,,,
113587,,61.806,,,3.16,64.33,118.0,0.5,0.8,1.0,1.5,2.5,3.0,,,,
128113,,116.376,,,6.89,14.9,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128112,,100.258,,,40.0,23.27,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
128111,,414.166,,,8.0,15.53,118.0,0.5,0.7,1.2,1.8,2.5,3.0,,,,
123054,136.841,115.081,18.9084,-76.7066,2.71,9.88,115.0,0.5,0.7,1.2,1.8,2.5,3.0,,,,
113586,,73.041,,,6.65,33.31,115.0,0.5,0.8,1.0,1.5,2.0,3.0,,,,
128110,,421.97,,,7.0,17.16,108.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113585,,65.202,,,3.6,28.68,112.0,0.5,0.8,1.0,1.5,2.0,2.5,,,,
113584,110.859,87.952,26.0449,-3.9862,6.45,12.45,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123052,,75.657,,,1.77,9.9,120.0,0.5,0.8,1.5,2.0,2.5,3.0,,,,
123053,,97.644,,,5.0,20.8,115.0,0.5,0.8,1.0,1.5,2.5,3.5,,,,
128109,,125.2,,,18.3,8.73,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123051,,120.114,,,2.8,8.8,116.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
127017,112.792,66.471,69.686,0.9762,10.0,8.53,113.0,0.4,0.6,0.9,1.5,2.0,2.3,,,,
113583,,33.389,,,15.81009,71.82,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128108,112.015,98.742,13.4421,-20.7806,31.4404,7.95,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113582,,139.597,,,6.0,25.33,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113035,,116.224,,,14.5,13.56,115.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113580,,119.387,,,2.0,24.45,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
113581,,212.487,,,4.0,9.61,120.0,0.5,0.8,1.8,3.0,3.5,4.0,,,,
113579,108.706,39.606,174.4685,3.528,5.0319,24.34,109.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
128107,,70.985,,,25.0,5.48,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113578,,46.069,,,3.84,5.47,113.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113573,,54.104,,,2.7,24.49,118.0,0.5,0.7,1.2,1.8,2.5,2.8,,,,
113577,,87.572,,,2.4,15.69,112.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
123050,,176.326,,,7.046881,5.28,118.0,0.4,0.8,1.0,1.5,2.5,3.5,,,,
123049,126.845,123.099,3.0431,,9.172387,3.55,118.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
110070,113.651,104.569,8.6852,,4.4,1.97,112.0,0.4,0.7,1.1,1.6,2.0,2.2,,,,
113576,,36.804,,,5.2,10.95,115.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
123048,,91.573,,,8.189312,8.9,108.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128106,,71.429,,,5.5,15.12,108.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113034,,101.464,,,24.0,4.78,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127016,110.76,83.433,32.7532,,14.0,8.39,111.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
128105,,80.866,,,8.0,8.31,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113575,111.623,83.71,33.3449,,4.28,4.42,108.0,0.4,0.6,1.0,1.5,2.0,2.3,,,,
110069,,151.224,,,9.9232,20.42,110.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
128104,,142.857,,,14.0,23.52,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113033,109.736,86.364,27.0622,,18.0,4.84,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113574,109.983,110.156,-0.1571,,2.088,13.49,110.0,0.5,0.7,1.2,1.8,2.2,2.7,,,,
128103,,123.077,,,1.4428,5.33,115.0,0.5,0.6,1.2,2.0,2.5,3.0,,,,
110068,,170.448,,,20.0,10.93,110.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
123047,,144.707,,,2.54,17.76,121.0,0.5,0.8,1.2,3.0,3.6,4.0,,,,
128102,,149.558,,,28.3,35.09,110.0,0.2,0.4,0.8,1.2,1.5,2.0,,,,
123046,,32.853,,,3.99,17.35,112.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
128101,,48.087,,,3.0,18.82,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128100,,,,,8.0,5.36,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
404002,,,,,8.0,1.1,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123045,,204.956,,,2.885,20.38,113.0,0.5,0.7,1.2,1.8,2.2,2.5,,,,
113571,,55.266,,,6.968,19.18,115.0,0.5,0.8,1.0,1.5,2.0,3.0,,,,
110067,,65.108,,,28.0,8.77,107.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123044,,67.089,,,5.85,18.93,118.0,0.5,0.8,1.4,1.8,3.0,3.5,,,,
113572,,293.772,,,2.05,14.29,108.0,0.4,0.5,1.0,1.5,1.8,2.0,,,,
128099,,66.349,,,7.0,6.3,108.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113570,,92.251,,,2.8,16.39,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113569,,61.022,,,5.16,14.88,115.0,0.4,0.8,1.0,1.5,2.0,3.0,,,,
113568,,737.885,,,3.3,9.08,118.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
123043,,110.084,,,1.75,15.47,115.0,0.5,0.7,1.2,1.8,2.2,2.5,,,,
128098,,71.726,,,16.3,35.58,111.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113567,,45.0,,,2.1,16.2,,0.5,0.8,1.2,1.6,2.2,2.8,,,,
113032,,123.594,,,23.0,14.58,108.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
110066,,248.171,,,23.86456,4.92,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113564,,48.403,,,3.0,23.8,120.0,0.5,0.7,1.2,1.8,2.5,3.0,,,,
113566,,149.34,,,2.0,15.16,118.0,0.5,0.8,1.2,1.8,2.2,2.8,,,,
113565,,58.59,,,3.32,14.61,112.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
128097,,57.208,,,12.0,10.89,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128096,,107.872,,,10.868,4.7,110.0,0.5,0.8,1.0,1.7,2.0,2.3,,,,
128095,,103.715,,,16.0,64.61,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128094,,54.348,,,2.8,23.92,115.0,0.5,0.7,1.2,1.8,2.3,2.6,,,,
113563,,47.939,,,8.022,34.94,108.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123042,,162.265,,,1.6666,24.46,,0.5,0.8,1.1,1.5,2.0,2.5,,,,
123041,,126.109,,,73.0,15.78,107.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
113031,,165.013,,,12.0,11.49,108.0,0.3,0.5,1.0,1.5,1.8,,,,,
123040,,49.768,,,7.5,32.39,107.8,0.3,0.5,1.0,1.5,1.8,,,,,
127015,,41.709,,,40.0,19.78,106.0,0.2,0.4,0.8,1.2,1.6,2.0,,,,
128093,,207.833,,,5.2,6.0,120.0,0.5,0.8,2.5,3.0,3.5,4.0,,,,
113562,,38.892,,,8.7,83.18,110.0,0.3,0.5,1.0,1.5,2.0,,,,,
113561,,86.207,,,2.9,14.21,112.0,0.5,0.8,1.2,1.8,2.2,2.5,,,,
128092,,45.711,,,12.428,8.86,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128091,,59.127,,,1.773,16.49,113.0,0.6,0.8,1.4,1.9,2.3,2.8,,,,
128090,,170.167,,,4.71,4.19,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123039,,55.519,,,2.23,33.34,115.0,0.5,0.7,1.2,1.8,2.3,2.8,,,,
128089,,507.632,,,6.55,20.31,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123038,,122.686,,,2.0,25.39,113.0,0.5,0.7,1.1,1.7,2.1,2.7,,,,
113030,,58.116,,,2.95328,6.9,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128088,,159.457,,,15.2,149.25,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113559,,112.32,,,5.1217,10.39,112.0,0.6,0.8,1.4,1.8,2.3,3.0,,,,
110065,,139.778,,,27.574,9.93,106.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
113558,,76.22,,,12.0,19.68,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113556,,85.036,,,3.56,29.47,120.0,0.4,0.6,1.5,1.8,2.5,3.0,,,,
110064,,66.237,,,16.6,4.65,113.0,0.4,0.6,1.0,2.0,3.2,3.6,,,,
123037,,432.2,,,2.8,11.18,112.0,0.5,0.7,1.2,1.7,2.1,2.6,,,,
113557,,180.214,,,6.0,10.26,115.0,0.4,0.8,1.0,1.5,2.0,3.0,,,,
113555,,469.311,,,4.4,20.04,118.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
128087,,174.648,,,6.5,6.39,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128086,,304.668,,,18.5,12.21,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113554,,167.301,,,12.5,13.67,113.0,0.3,0.5,1.0,1.5,2.0,2.5,,,,
113029,,152.054,,,17.0,12.66,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128085,,,,,24.2678,3.98,118.0,0.4,0.6,1.0,1.8,3.0,5.0,,,,
404003,,,,,24.2678,3.98,118.0,0.4,0.6,1.0,1.8,3.0,5.0,,,,
128084,,65.714,,,26.600177,12.95,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
110063,,47.879,,,18.6,3.3,111.0,0.3,0.5,0.9,1.5,2.0,2.5,,,,
113553,,29.957,,,3.92,62.69,118.0,0.4,0.7,1.0,1.5,3.0,3.5,,,,
128083,,58.235,,,8.77,11.9,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123036,,123.091,,,10.0,39.15,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128082,,100.0,,,3.524,13.17,,0.6,0.8,1.4,1.9,2.3,2.8,,,,
113552,,71.823,,,1.8,27.86,112.0,0.5,0.8,1.2,1.8,2.2,2.5,,,,
110062,,180.646,,,30.8835,25.99,106.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
128081,,133.266,,,31.5,9.83,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113551,,45.785,,,11.0,41.04,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128080,,90.151,,,58.0,40.41,106.0,0.2,0.4,0.6,0.8,1.2,2.0,,,,
113550,,137.764,,,9.92424,9.93,115.0,0.5,0.8,1.2,1.8,2.5,3.0,,,,
113549,,182.536,,,8.8,8.99,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123035,,110.511,,,8.0,7.04,110.0,0.5,0.8,1.0,1.5,1.8,2.0,,,,
110061,,158.266,,,40.0,9.92,106.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
123034,,230.451,,,2.97,7.98,113.0,0.5,0.7,1.0,1.5,1.8,2.5,,,,
123033,,74.83,,,4.35,41.2,114.0,0.4,1.0,1.5,2.0,3.0,4.0,,,,
110060,,129.144,,,10.86988,7.24,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113548,,282.623,,,3.6,15.25,118.0,0.4,0.7,1.2,2.0,2.5,3.5,,,,
110059,,67.11,,,500.0,15.05,110.0,0.2,0.8,1.5,2.1,3.2,4.0,,,,
127014,,159.729,,,5.7821,8.84,110.0,0.5,0.8,1.0,1.5,1.8,2.0,,,,
113547,,253.233,,,9.45,10.67,113.0,0.5,0.8,1.0,1.8,2.0,2.5,,,,
113546,,108.509,,,2.2993,18.45,115.0,0.5,0.8,1.2,1.6,2.0,3.0,,,,
128078,,62.955,,,10.0,31.61,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128079,,102.88,,,2.14,13.54,,0.4,0.6,1.0,1.7,2.2,2.7,,,,
128077,,77.091,,,7.9,10.52,115.0,0.5,0.8,1.0,1.5,2.0,3.0,,,,
128076,,95.053,,,2.14,14.96,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113545,,63.203,,,15.0,11.55,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123032,,105.202,,,1.8029,6.92,122.0,0.8,1.5,2.0,3.0,3.5,4.0,,,,
128074,,55.451,,,11.5,17.06,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128075,,122.798,,,8.937,5.79,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113544,,10.56,,,10.0,47.54,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123031,,78.89,,,1.85,18.38,111.0,0.4,0.5,1.0,1.5,1.8,2.0,,,,
128073,,131.897,,,3.0,5.8,112.0,0.4,0.8,1.0,1.5,2.5,,,,,
128072,,202.018,,,3.019223,15.36,110.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
123030,,155.088,,,3.08,5.7,115.0,0.5,0.7,1.0,1.5,1.8,3.0,,,,
113543,,53.223,,,14.95,101.46,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128071,,89.041,,,5.9575,4.38,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123029,,353.354,,,4.7,16.25,128.0,0.5,0.8,2.6,3.3,3.5,4.0,,,,
113542,,93.562,,,6.3,16.62,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113541,,81.517,,,3.3,18.72,110.0,0.5,0.7,1.0,1.5,1.8,2.0,,,,
113540,,92.695,,,6.6,10.13,112.0,0.5,0.7,1.0,1.5,2.3,3.0,,,,
113539,,57.714,,,2.99136,28.78,115.0,0.6,0.8,1.2,1.8,2.2,2.5,,,,
128070,,92.461,,,2.3,9.55,112.0,0.5,0.8,1.2,1.6,2.0,3.0,,,,
113538,,51.817,,,6.82979,64.11,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128069,,73.385,,,3.0,18.11,115.0,0.5,0.7,1.0,1.5,1.8,3.0,,,,
123028,,132.636,,,4.9,11.95,,0.6,0.8,1.5,2.0,2.5,3.0,,,,
113028,,85.153,,,21.7,10.44,106.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
113027,,274.631,,,6.4,10.17,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123027,,220.345,,,3.4,29.59,113.0,0.5,0.7,1.3,2.0,2.5,3.0,,,,
123026,,67.344,,,2.9,12.31,106.0,0.5,0.8,1.6,2.2,3.0,,,,,
113537,,96.789,,,8.0,19.93,115.0,0.5,0.8,1.2,2.0,2.5,3.5,,,,
128068,,328.603,,,5.47,9.09,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113536,,66.228,,,1.91565,19.75,110.0,0.4,0.5,1.0,1.5,1.8,2.0,,,,
113535,,86.545,,,5.0,12.56,110.0,0.4,0.6,1.0,1.5,2.0,,,,,
128067,,45.565,,,6.026392,27.28,108.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
128066,,77.187,,,4.8,17.49,112.0,0.5,0.8,1.2,1.5,2.0,3.0,,,,
110058,,403.846,,,9.8,6.5,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128065,,244.098,,,8.0,8.98,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
127013,,93.166,,,10.4,11.56,113.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113026,,147.627,,,78.0,6.32,105.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
113025,,128.372,,,18.3911,11.49,110.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
113534,,102.692,,,12.54,20.8,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113024,,150.453,,,29.9625,9.93,105.0,0.2,0.4,1.0,1.5,1.8,2.0,,,,
128064,,112.0,,,8.0,6.25,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128063,,79.291,,,6.3,8.74,120.0,0.5,0.7,1.5,2.5,3.5,4.0,,,,
113533,,36.545,,,10.0,48.05,108.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113532,,115.513,,,4.6,7.8,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128062,,38.589,,,9.65,16.3,115.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
110057,,100.099,,,16.1594,10.09,106.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
123025,,169.017,,,3.75,75.88,112.0,0.5,0.8,1.0,1.5,2.0,2.5,,,,
113531,,21.984,,,3.27,60.59,110.0,0.2,0.4,0.9,1.1,1.4,,,,,
113530,,69.609,,,6.3,16.88,116.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
128061,,47.829,,,10.45,28.33,113.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128060,,51.442,,,5.25,6.24,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
127012,,108.672,,,50.0,9.34,105.0,0.1,0.3,0.6,0.8,1.5,2.0,,,,
123024,,53.976,,,2.1,24.9,110.0,0.4,0.5,1.0,1.5,1.8,,,,,
123023,,117.591,,,6.0,7.39,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
110056,,221.065,,,17.33,21.79,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123022,,96.395,,,12.3,6.38,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
110054,,140.273,,,50.0,12.44,110.0,0.5,0.8,1.0,1.5,1.8,2.0,,,,
110055,,68.125,,,8.76,17.6,110.0,0.5,0.7,1.0,1.5,1.8,2.0,,,,
110053,,136.582,,,200.0,7.9,111.0,0.2,0.8,1.5,2.3,3.5,4.0,,,,
113022,,78.532,,,35.0,12.53,,0.2,0.5,1.0,1.5,1.8,2.0,,,,
113529,,28.258,,,10.0,40.52,113.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128059,,44.315,,,9.418304,76.25,109.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
127011,,151.293,,,12.0,11.99,110.0,0.5,0.7,1.0,1.5,2.0,2.5,,,,
128058,,223.404,,,5.73,5.64,116.0,0.4,0.6,1.5,2.0,2.5,3.0,,,,
110052,,117.712,,,16.0,8.13,113.0,0.5,0.8,1.0,1.7,2.0,2.2,,,,
128057,,130.562,,,5.758152,8.9,,0.5,0.8,1.0,1.5,1.8,2.0,,,,
113021,,111.007,,,400.0,7.45,111.0,0.3,0.8,1.5,2.3,3.2,4.0,,,,
123021,,40.382,,,12.0,13.62,113.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113528,,128.371,,,6.34,24.18,112.0,0.5,0.8,1.2,1.6,2.0,3.0,,,,
