bond_code,bond_name,stock_code,issue_size,rating,maturity_date,convert_price,original_price,listing_date,delist_date,redeem_pct,redeem_days,redeem_window,putback_pct,putback_days,putback_window,revise_pct,revise_days,revise_window,bond_price,convert_value,premium_rate,ytm,remaining_size,maturity_redemption_price,coupon_rate_1,coupon_rate_2,coupon_rate_3,coupon_rate_4,coupon_rate_5,coupon_rate_6,coupon_rate_7,coupon_rate_8,coupon_rate_9,coupon_rate_10
118067,上26转债,688533,3.2485,A+,2032-03-18,32.6,32.6,,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,77.945,,,3.2485,113.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123266,博士转债,300622,3.75,AA,2032-03-18,30.43,30.43,,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,77.292,,,3.75,112.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
127113,长高转债,002452,7.586007,AA-,2032-03-09,11.01,11.01,2026-03-30,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,97.094,,,7.586007,110.0,0.2,0.4,0.6,1.0,1.5,2.0,,,,
113701,祥和转债,603500,4.0,A+,2032-03-03,13.59,13.59,2026-03-26,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,78.734,,,4.0,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118066,统联转债,688210,5.76,AA-,2032-03-02,56.2,56.2,2026-03-20,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,136.847,66.957,104.3804,-2.8483,5.76,110.0,0.2,0.4,0.6,1.0,1.5,2.0,,,,
113700,海天转债,603759,8.01,AA,2032-02-05,12.52,12.52,2026-03-12,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,141.964,80.911,75.457,-3.4173,8.01,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
110100,龙建转债,600853,10.0,AA,2032-01-22,4.63,4.63,2026-02-12,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,133.345,82.937,60.7787,-2.5532,10.0,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
118065,艾为转债,688798,19.0132,AA+sti,2032-01-22,79.83,79.83,2026-02-26,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,146.508,84.379,73.6309,-3.9823,19.0132,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
127112,尚太转债,001301,17.34,AA+,2032-01-16,84.71,84.71,2026-02-05,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,148.868,88.254,68.6813,-4.3186,17.34,107.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123265,耐普转02,300818,4.5,A+,2032-01-16,38.44,38.44,2026-01-30,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,156.0,91.233,70.9908,-4.0916,4.5,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118064,联瑞转债,688300,6.95,AAsti,2032-01-08,63.55,63.55,2026-01-28,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,226.833,129.504,75.1552,-8.6284,6.95,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
123264,双乐转债,301036,8.0,AA-,2031-12-26,36.7,36.7,2026-01-16,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,135.788,75.858,79.0029,-2.8265,8.0,110.0,0.2,0.4,0.6,1.0,1.5,1.8,,,,
118063,金05转债,688676,16.715,AA+sti,2031-12-25,89.28,89.28,2026-01-14,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,156.314,88.777,76.0749,-4.984,16.715,108.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
123263,鼎捷转债,300378,8.276642,AA,2031-12-15,43.54,43.54,2025-12-31,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,151.45,86.771,74.5399,-4.377,8.276642,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
118062,天准转债,688003,8.72,AA-,2031-12-12,55.73,55.73,2025-12-31,,120.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,159.846,102.979,55.2219,-4.8311,8.72,112.0,0.2,0.4,0.6,1.0,1.5,2.0,,,,
123262,神宇转债,300563,5.0,AA-,2031-12-11,38.82,39.31,2025-12-30,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,137.6,77.537,77.4637,-3.0398,5.0,110.0,0.2,0.4,0.6,1.0,1.5,1.8,,,,
111024,澳弘转债,605058,5.8,AA-,2031-12-11,34.04,34.04,2026-01-16,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,157.489,91.804,71.5492,-4.6439,5.8,112.0,0.2,0.4,0.6,1.0,1.5,2.0,,,,
123261,普联转债,300996,2.429326,A+,2031-12-05,18.26,18.26,2025-12-22,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,146.8,85.104,72.4948,-3.3358,2.429326,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118061,茂莱转债,688502,5.625,A+,2031-11-21,364.43,364.43,2025-12-10,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,187.917,81.64,130.1776,-6.584,5.625,113.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118060,瑞可转债,688800,10.0,AA-,2031-11-14,73.85,73.85,2025-12-12,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,175.164,117.942,48.5171,-6.0191,10.0,112.0,0.2,0.4,0.6,1.0,1.5,2.0,,,,
123260,卓镁转债,301398,4.5,A+,2031-11-07,52.3,52.3,2025-11-24,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,166.5,89.426,86.1875,-5.0862,4.5,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118059,颀中转债,688352,8.5,AA+,2031-11-03,13.75,13.75,2025-11-21,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,150.527,88.582,69.9296,-4.5032,8.5,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123259,锦浪转02,300763,16.765838,AA,2031-10-17,72.55,89.82,2025-11-06,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,195.639,153.384,27.5485,-7.4641,16.765838,110.0,0.2,0.4,0.8,1.2,1.8,2.0,,,,
110099,福能转债,600483,38.02,AA+,2031-10-13,9.84,9.84,2025-10-30,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,149.43,108.232,38.0645,-4.7042,38.02,106.0,0.2,0.4,0.6,1.5,1.7,2.0,,,,
113699,金25转债,603979,20.0,AA,2031-09-26,63.46,63.46,2025-10-27,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,157.36,89.3,76.215,-4.8315,20.0,112.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
113697,应流转债,603308,15.0,AA+,2031-09-19,30.47,30.47,2025-10-22,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,264.372,202.593,30.4941,-10.4702,15.0,109.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
123258,胜蓝转02,300843,4.5,AA-,2031-08-28,54.46,54.56,2025-09-10,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,154.005,92.178,67.0735,-4.3323,4.5,113.0,0.2,0.4,0.8,1.5,1.9,2.3,,,,
127111,金威转债,002626,12.923948,AA,2031-08-20,19.59,19.59,2025-09-08,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,135.42,85.554,58.286,-2.995,12.923948,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
113698,凯众转债,603037,3.08447,AA-,2031-08-15,12.74,12.7,2025-09-10,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,146.16,102.512,42.5784,-4.1197,3.08447,110.0,0.2,0.4,0.6,1.0,1.5,1.8,,,,
118058,微导转债,688147,11.7,AA,2031-08-06,33.57,33.57,2025-08-27,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,258.908,199.553,29.744,-10.4227,11.7,110.0,0.2,0.4,0.8,1.2,1.5,2.0,,,,
127110,广核转债,003816,49.0,AAA,2031-07-09,3.67,3.67,2025-07-25,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,150.396,119.074,26.3047,-5.0528,49.0,106.0,0.2,0.4,0.8,1.2,1.6,2.0,,,,
111023,利柏转债,605167,7.5,AA,2031-07-03,12.14,12.14,2025-07-22,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,177.541,137.479,29.1405,-6.7872,7.5,110.0,0.1,0.3,0.6,1.2,1.8,2.0,,,,
113696,伯25转债,603596,28.02,AA,2031-07-01,52.42,52.42,2025-07-28,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,135.78,86.818,56.3961,-3.115,28.02,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
118057,甬矽转债,688362,11.65,A+,2031-06-26,28.36,28.39,2025-07-16,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,169.416,126.728,33.6847,-5.7877,11.65,113.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113695,华辰转债,603097,4.6,A+,2031-06-20,23.48,23.53,2025-07-10,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,184.655,143.526,28.6561,-6.799,4.6,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
111022,锡振转债,605319,5.2,AA-,2031-06-18,22.64,31.98,2025-07-14,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,151.273,103.578,46.0474,-4.2292,5.2,113.0,0.2,0.4,0.8,1.5,1.9,2.3,,,,
123257,安克转债,300866,11.0482,AA+,2031-06-16,110.58,111.94,2025-07-04,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,144.7,99.602,45.2782,-4.2577,11.0482,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
127109,电化转债,002125,4.87,AA,2031-06-16,10.1,10.1,2025-07-04,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,163.3,129.208,26.3854,-5.6942,4.87,110.0,0.2,0.4,0.8,1.5,1.8,2.0,,,,
118056,路维转债,688401,6.15,AA-,2031-06-11,32.7,32.7,2025-07-10,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,185.49,141.651,30.9486,-7.1866,6.15,112.0,0.2,0.4,0.8,1.0,1.6,2.0,,,,
123256,恒帅转债,300969,3.2759,A+,2031-05-29,62.55,62.55,2025-06-17,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,241.999,200.799,20.518,-9.8252,3.2759,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118055,伟测转债,688372,11.75,AA,2026-04-03,62.65,82.15,2025-04-30,2026-04-03,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,197.923,203.001,-2.5015,,11.75,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
113694,清源转债,603628,5.0,A+,2031-04-08,12.86,12.93,2025-04-25,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,147.913,124.339,18.9595,-3.8937,5.0,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118054,安集转债,688019,8.305,AA-,2026-03-27,128.7,168.11,2025-04-25,2026-03-27,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,169.919,178.073,-4.579,,8.305,115.0,0.3,0.5,1.0,1.5,2.0,2.5,,,,
123255,鼎龙转债,300054,9.1,AA,2031-04-02,28.48,28.68,2025-04-23,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,215.129,152.598,40.9776,-9.2972,9.1,110.0,0.2,0.4,0.8,1.5,1.8,2.0,,,,
127108,太能转债,000591,29.5,AA+,2031-03-28,5.55,5.67,2025-04-16,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,137.3,111.171,23.5034,-2.938,29.5,112.0,0.2,0.4,1.0,1.5,2.0,3.0,,,,
123254,亿纬转债,300014,50.0,AA+,2031-03-24,50.28,51.39,2025-04-11,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,169.248,139.419,21.3952,-6.2611,50.0,112.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
113693,志邦转债,603801,6.7,AA,2031-03-18,11.52,12.12,2025-04-08,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,128.155,77.865,64.5861,-2.1708,6.7,110.0,0.3,0.5,0.8,1.2,1.8,2.0,,,,
118053,正帆转债,688596,10.41095,AA,2031-03-18,38.45,38.85,2025-04-03,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,132.292,74.824,76.8042,-2.5032,10.41095,112.0,0.2,0.4,0.6,1.2,1.6,2.0,,,,
118052,浩瀚转债,688292,3.5429,A+,2031-03-13,24.26,24.38,2025-04-07,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,145.905,95.136,53.3647,-3.6163,3.5429,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123253,永贵转债,300351,9.8,AA-,2031-03-13,18.23,18.29,2025-03-28,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,133.7,87.548,52.7162,-2.4246,9.8,113.0,0.2,0.4,0.8,1.5,1.9,2.3,,,,
113070,渝水转债,601158,19.0,AAA,2031-01-09,4.82,4.98,2025-02-13,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,128.179,93.361,37.2939,-2.7468,19.0,108.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123252,银邦转债,300337,7.85,AA-,2031-01-07,12.51,12.52,2025-01-24,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,141.662,94.644,49.6788,-3.5471,7.85,113.0,0.2,0.4,0.8,1.5,1.9,2.3,,,,
110098,南药转债,600713,10.81491,AA+,2030-12-25,5.12,5.29,2025-01-20,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,132.897,97.266,36.6325,-3.2608,10.81491,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123251,华医转债,301235,7.5,A+,2030-12-23,22.43,22.48,2025-01-09,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,269.0,211.28,27.3192,-11.6909,7.5,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
118051,皓元转债,688131,8.2235,AA-,2030-11-28,40.47,40.73,2024-12-19,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,207.209,162.911,27.1915,-9.3044,8.2235,113.0,0.2,0.4,0.8,1.2,1.6,2.0,,,,
127107,领益转债,002600,21.374181,AA+,2025-10-15,9.15,9.15,2024-12-06,2025-10-23,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,140.765,,,21.374181,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123250,嘉益转债,301004,3.979384,A+,2030-11-07,79.66,116.05,2024-11-26,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,125.59,59.553,110.8878,-1.1871,3.979384,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113692,保隆转债,603197,13.9,AA,2030-10-31,39.38,40.11,2024-11-27,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,130.381,80.929,61.1054,-2.8299,13.9,110.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
113691,和邦转债,603077,46.0,AA,2030-10-28,2.0,2.0,2024-11-19,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,166.059,136.5,21.6549,-6.719,46.0,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123249,英搏转债,300681,8.171597,AA,2026-01-07,17.57,17.57,2024-11-11,2026-01-15,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,119.693,,,8.171597,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
110097,天润转债,600419,9.9,AA,2030-10-24,8.21,8.3,2024-11-15,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,140.699,108.526,29.6454,-4.0163,9.9,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113690,豪24转债,603809,5.5,AA-,2025-10-13,8.43,8.43,2024-11-20,2025-10-13,130.0,15.0,30.0,60.0,30.0,30.0,80.0,15.0,30.0,,124.199,,,5.5,113.0,0.2,0.4,0.8,1.5,1.9,2.1,,,,
113689,洛凯转债,603829,4.03431,AA-,2025-11-21,15.45,15.45,2024-11-11,2025-11-21,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,167.638,,,4.03431,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113688,国检转债,603060,8.0,AA+,2030-10-17,6.52,6.63,2024-11-12,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,135.072,94.325,43.1985,-3.0451,8.0,112.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
118050,航宇转债,688239,6.67,AA-,2030-08-21,24.96,32.64,2024-09-10,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,296.227,226.643,30.702,-13.5192,6.67,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123248,恒辉转债,300952,5.0,AA-,2025-08-01,18.26,18.26,2024-09-12,2025-08-11,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,189.595,,,5.0,112.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123247,万凯转债,301216,27.0,AA,2030-08-16,11.3,11.45,2024-09-05,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,251.098,225.221,11.4896,-12.3527,27.0,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123246,远信转债,301053,2.86467,A,2026-04-16,22.95,23.25,2024-09-03,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,154.125,154.466,-0.2208,-389.1368,2.86467,118.0,0.5,0.7,1.0,1.7,2.5,3.0,,,,
123245,集智转债,300553,2.546,A,2030-08-14,18.11,23.54,2024-08-28,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,239.501,202.098,18.5074,-11.3024,2.546,115.0,0.4,0.6,1.0,1.6,2.5,3.0,,,,
127106,伟隆转债,002871,2.6971,A,2025-08-01,8.6,8.6,2024-08-28,2025-08-11,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,195.233,,,2.6971,115.0,0.5,0.7,1.0,1.8,2.5,3.0,,,,
110096,豫光转债,600531,7.1,AA,2025-12-19,6.17,6.17,2024-09-03,2025-12-19,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,208.914,,,7.1,112.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
118049,汇成转债,688403,11.487,AA-,2030-08-07,7.61,7.7,2024-09-02,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,185.277,185.283,-0.0032,-8.52,11.487,112.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123244,松原转债,300893,4.1,A+,2025-09-30,28.7,28.7,2024-08-22,2025-10-17,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,73.763,,,4.1,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
111021,奥锐转债,605116,8.1212,AA-,2030-07-26,24.94,25.23,2024-08-15,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,144.477,100.241,44.1296,-3.9544,8.1212,115.0,0.3,0.4,0.8,1.5,2.0,2.5,,,,
111020,合顺转债,605166,3.38,AA-,2030-07-22,10.59,10.73,2024-08-15,,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,135.954,93.673,45.1368,-2.7638,3.38,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113687,振华转债,603067,4.0621,AA,2030-07-12,8.2,11.64,2024-08-02,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,436.486,400.61,8.9553,-17.1616,4.0621,110.0,0.2,0.4,0.8,1.5,1.8,2.0,,,,
123243,严牌转债,301081,4.678889,A+,2030-07-10,7.27,7.58,2024-07-26,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,211.5,206.052,2.644,-10.2207,4.678889,114.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123242,赛龙转债,301131,2.5,A+,2026-03-05,36.81,36.81,2024-07-29,2026-03-13,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,109.861,,,2.5,115.0,0.3,0.5,1.0,1.7,2.3,2.8,,,,
123241,欧通转债,300870,6.445265,AA-,2030-07-05,43.43,44.86,2024-07-26,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,688.854,541.561,27.1979,-19.4537,6.445265,112.0,0.1,0.3,0.6,1.0,1.5,2.0,,,,
118048,利扬转债,688135,5.2,A+,2026-03-31,16.12,16.13,2024-07-19,2026-03-31,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,165.741,166.687,-0.5675,,5.2,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113686,泰瑞转债,603289,3.378,AA-,2030-07-02,8.15,8.29,2024-07-24,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,162.101,129.816,24.8698,-6.081,3.378,115.0,0.3,0.5,1.0,1.5,2.0,2.5,,,,
113685,升24转债,603305,28.0,AA-,2025-11-14,12.89,12.89,2024-07-10,2025-11-14,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,107.603,,,28.0,112.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
111019,宏柏转债,605366,9.6,AA-,2026-03-23,7.51,7.51,2024-05-14,2026-03-23,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,135.686,,,9.6,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113684,湘泵转债,603319,5.7739,AA-,2025-04-09,16.99,16.99,2024-04-29,2025-04-09,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,199.411,,,5.7739,113.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
113683,伟24转债,603568,2.85,AA,2025-12-18,18.28,18.28,2024-04-22,2025-12-18,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,142.505,,,2.85,110.0,0.2,0.4,0.8,1.5,1.8,2.0,,,,
113682,益丰转债,603939,17.97432,AA,2030-03-04,31.84,39.85,2024-03-27,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,129.139,74.34,73.714,-2.9146,17.97432,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127105,龙星转债,002442,7.547539,AA-,2030-02-01,5.8,6.13,2024-03-06,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,132.879,100.862,31.7434,-2.6491,7.547539,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123240,楚天转债,300358,10.0,AA,2025-12-22,10.0,10.0,2024-02-29,2025-12-30,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,92.1,,,10.0,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127104,姚记转债,002605,5.831273,A+,2030-01-25,20.06,21.53,2024-02-26,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,145.596,102.144,42.5399,-4.5442,5.831273,115.0,0.3,0.5,1.0,1.7,2.5,3.0,,,,
123239,锋工转债,300488,6.2,A+,2026-03-31,24.19,24.95,2024-02-22,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,109.76,109.839,-0.0719,,6.2,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123238,卡倍转02,300863,5.29,A+,2025-01-15,49.01,49.01,2024-02-01,2025-01-23,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,104.02,,,5.29,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123237,佳禾转债,300793,10.04,A+,2030-01-04,13.46,21.75,2024-01-24,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,143.926,105.944,35.851,-4.8929,10.04,113.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
127103,东南转债,002135,20.0,AA,2030-01-03,5.6,5.73,2024-01-24,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,140.5,118.75,18.3158,-5.3123,20.0,108.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113681,镇洋转债,603213,6.6,AA-,2029-12-29,11.2,11.74,2024-01-17,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,138.192,115.804,19.3327,-3.6315,6.6,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
127102,浙建转债,002761,10.0,AA+,2029-12-25,10.22,11.01,2024-01-16,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,123.938,75.832,63.4376,-2.5876,10.0,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
111018,华康转债,605077,13.03023,AA-,2029-12-25,16.26,22.66,2024-01-15,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,131.442,88.868,47.907,-2.461,13.03023,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123236,家联转债,301193,7.5,AA-,2029-12-22,15.33,18.69,2024-01-18,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,158.19,144.749,9.2857,-6.5977,7.5,115.0,0.2,0.5,0.8,1.5,1.8,2.0,,,,
113069,博23转债,601137,17.0,AA,2026-01-22,15.63,15.63,2024-01-18,2026-01-22,130.0,15.0,30.0,70.0,30.0,30.0,80.0,15.0,30.0,,117.978,,,17.0,109.0,0.3,0.5,0.8,1.5,1.8,,,,,
127101,豪鹏转债,001283,11.0,AA-,2025-08-29,50.65,50.65,2024-01-11,2025-09-08,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,140.671,,,11.0,112.0,0.3,0.5,1.0,1.5,1.9,2.1,,,,
123235,亿田转债,300911,5.2021,AA-,2029-12-21,21.31,38.08,2024-01-12,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,189.0,134.35,40.6773,-9.8253,5.2021,115.0,0.3,0.5,1.0,1.5,2.0,2.5,,,,
127100,神码转债,000034,13.38999,AA,2025-03-28,32.51,32.51,2024-01-19,2025-04-08,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,103.445,,,13.38999,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
118046,诺泰转债,688076,4.34,A+,2025-04-25,42.73,42.73,2024-01-18,2025-04-25,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,67.845,,,4.34,115.0,0.2,0.4,0.8,1.5,2.0,2.5,,,,
123234,中能转债,300062,4.0,A+,2025-12-16,6.42,6.42,2023-12-29,2025-12-24,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,,137.072,,,4.0,115.0,0.2,0.4,0.8,1.5,1.8,2.5,,,,
127099,盛航转债,001205,7.4,AA-,2029-12-06,15.48,19.15,2023-12-28,,130.0,15.0,30.0,70.0,30.0,30.0,85.0,15.0,30.0,131.401,91.214,44.0579,-2.4057,7.4,115.0,0.3,0.5,1.0,1.5,2.2,3.0,,,,
