时间,价格,手数,方向,序列号,委托号
09:57:48,29.85,1,买,1775527068,11516589
09:57:48,29.85,1,买,1775527068,11516588
09:57:48,29.85,1,买,1775527068,11516587
09:57:48,29.85,1,买,1775527068,11516585
09:57:48,29.85,1,买,1775527068,11516584
09:57:48,29.85,1,买,1775527068,11516583
09:57:48,29.85,1,买,1775527068,11516582
09:57:48,29.85,1,买,1775527068,11516581
09:57:48,29.85,1,买,1775527068,11516579
09:57:48,29.85,1,买,1775527068,11516577
09:57:48,29.85,20,卖,1775527068,11516565
09:57:48,29.93,1,卖,1775527068,11516095
09:57:49,28.86,1,买,1775527069,11518705
09:57:52,29.86,10,买,1775527072,11529894
09:57:52,29.98,1,买,1775527072,11529663
09:57:53,29.83,3,买,1775527073,11532026
09:57:54,29.86,1,买,1775527074,11536203
09:57:55,29.92,4,卖,1775527075,11537428
09:57:58,29.86,1,卖,1775527078,11548387
09:57:58,29.93,1,买,1775527078,11547838
09:58:00,29.86,2,买,1775527080,11555424
09:58:06,29.86,1,卖,1775527086,11592198
09:58:06,29.86,1,卖,1775527086,11590998
09:58:09,29.86,30,买,1775527089,11605535
09:58:12,29.92,2,卖,1775527092,11621151
09:58:17,27.50,50,买,1775527097,11639771
09:58:18,29.92,5,买,1775527098,11645306
09:58:18,29.92,1,买,1775527098,11645278
09:58:18,29.92,1,买,1775527098,11645258
09:58:18,29.92,4,买,1775527098,11645218
09:58:18,29.93,5,买,1775527098,11645189
09:58:18,29.93,3,买,1775527098,11645175
09:58:18,29.92,5,买,1775527098,11645173
09:58:18,29.92,1,买,1775527098,11645150
09:58:18,29.92,1,买,1775527098,11645146
09:58:18,29.92,1,买,1775527098,11645130
09:58:18,29.92,1,买,1775527098,11645129
09:58:18,29.92,1,买,1775527098,11645128
09:58:18,29.92,4,买,1775527098,11645126
09:58:18,29.92,1,买,1775527098,11645118
09:58:18,29.92,5,买,1775527098,11645111
09:58:18,29.92,1,买,1775527098,11645107
09:58:18,29.92,5,买,1775527098,11645106
09:58:18,29.92,4,买,1775527098,11645017
09:58:18,29.92,1,买,1775527098,11645014
09:58:18,29.92,5,买,1775527098,11645005
09:58:18,29.92,1,买,1775527098,11645004
09:58:18,29.92,1,买,1775527098,11645003
09:58:18,29.92,3,买,1775527098,11645000
09:58:18,29.92,1,买,1775527098,11644998
09:58:18,29.92,1,买,1775527098,11644989
09:58:21,29.93,1,买,1775527101,11656768
09:58:21,29.69,10,买,1775527101,11654610
09:58:23,29.95,1,买,1775527103,11660351
09:58:27,29.94,8,卖,1775527107,11676481
09:58:27,29.94,8,卖,1775527107,11676358
09:58:27,29.93,1,卖,1775527107,11676017
09:58:27,29.94,8,卖,1775527107,11675913
09:58:27,29.94,8,卖,1775527107,11675878
09:58:27,29.94,8,卖,1775527107,11675186
09:58:27,29.93,5,卖,1775527107,11673914
09:58:28,29.93,4,卖,1775527108,11678882
09:58:28,29.85,18,卖,1775527108,11678782
09:58:28,29.94,8,卖,1775527108,11677139
09:58:30,29.92,6,卖,1775527110,11685951
09:58:30,29.92,6,卖,1775527110,11685884
09:58:30,29.92,4,卖,1775527110,11685816
09:58:30,29.92,6,卖,1775527110,11685433
09:58:30,29.92,11,卖,1775527110,11685429
09:58:30,29.92,4,卖,1775527110,11685032
09:58:31,29.92,6,卖,1775527111,11687007
09:58:34,29.86,2,卖,1775527114,11697974
09:58:37,29.66,1,买,1775527117,11708746
09:58:42,29.87,11,买,1775527122,11723616
09:58:49,29.92,5,买,1775527129,11743555
09:58:50,29.92,2,卖,1775527130,11748113
09:58:51,29.93,18,卖,1775527131,11751224
09:58:52,29.92,1,买,1775527132,11756163
09:58:52,29.91,5,卖,1775527132,11753279
09:58:53,29.86,8,买,1775527133,11758095
09:58:54,29.91,2,卖,1775527134,11762357
09:58:55,29.87,10,买,1775527135,11766273
09:59:09,29.87,1,卖,1775527149,11813488
09:59:09,29.99,1,卖,1775527149,11813464
09:59:09,29.62,3,买,1775527149,11810656
09:59:13,29.87,6,买,1775527153,11824800
09:59:20,29.91,1,卖,1775527160,11851560
09:59:20,29.93,40,买,1775527160,11850926
09:59:20,29.91,3,买,1775527160,11850907
09:59:20,29.91,5,买,1775527160,11850904
09:59:20,30.58,7,卖,1775527160,11850892
09:59:21,29.93,5,买,1775527161,11855548
09:59:21,29.93,1,买,1775527161,11855503
09:59:21,29.93,1,买,1775527161,11855502
09:59:21,29.93,10,买,1775527161,11855498
09:59:21,29.93,1,买,1775527161,11855470
09:59:21,29.93,2,买,1775527161,11855466
09:59:21,29.93,1,买,1775527161,11855461
09:59:21,29.93,1,买,1775527161,11855459
09:59:21,29.93,1,买,1775527161,11855456
09:59:21,29.93,1,买,1775527161,11855453
09:59:21,29.93,2,买,1775527161,11855451
09:59:21,29.93,1,买,1775527161,11855442
09:59:21,29.93,1,买,1775527161,11855439
09:59:21,29.93,3,买,1775527161,11855377
09:59:21,29.93,2,买,1775527161,11855365
09:59:21,29.93,2,买,1775527161,11855351
09:59:21,29.93,1,买,1775527161,11855349
09:59:21,29.93,3,买,1775527161,11855328
09:59:21,29.93,1,买,1775527161,11855325
09:59:23,29.92,50,买,1775527163,11861438
09:59:23,29.92,5,卖,1775527163,11859356
09:59:25,29.95,47,买,1775527165,11867139
09:59:25,29.99,1,买,1775527165,11867130
09:59:26,29.72,5,买,1775527166,11870525
09:59:27,29.95,2,买,1775527167,11873116
09:59:27,29.95,5,买,1775527167,11873052
09:59:27,29.95,1,买,1775527167,11873019
09:59:27,29.95,1,买,1775527167,11873018
09:59:27,29.95,1,买,1775527167,11872945
09:59:27,29.95,1,买,1775527167,11872943
09:59:27,29.95,1,买,1775527167,11872941
09:59:27,29.95,6,买,1775527167,11872934
09:59:27,29.95,2,买,1775527167,11872902
09:59:27,29.95,2,买,1775527167,11872896
09:59:27,29.95,1,买,1775527167,11872862
09:59:27,29.95,3,买,1775527167,11872852
09:59:27,29.95,1,买,1775527167,11872849
09:59:28,29.94,5,卖,1775527168,11876015
09:59:28,29.96,5,买,1775527168,11875572
09:59:30,29.95,4,卖,1775527170,11883275
09:59:33,29.96,1,卖,1775527173,11894271
09:59:36,29.92,3,卖,1775527176,11904927
09:59:37,29.92,4,卖,1775527177,11908062
09:59:39,29.16,1,买,1775527179,11914196
09:59:40,30.01,1,买,1775527180,11919085
09:59:41,29.96,3,买,1775527181,11921284
09:59:41,29.87,10,买,1775527181,11920915
09:59:42,29.93,4,买,1775527182,11924862
09:59:45,29.97,10,买,1775527185,11933149
09:59:55,31.00,3,卖,1775527195,11966413
09:59:57,29.97,2,卖,1775527197,11972622
09:59:57,29.97,1,买,1775527197,11969349
09:59:57,29.97,2,买,1775527197,11969311
10:00:00,29.97,4,卖,1775527200,11984198
10:00:01,29.97,6,卖,1775527201,11987331
10:00:03,29.96,2,卖,1775527203,11995262
10:00:04,29.96,21,卖,1775527204,11999734
10:00:05,29.96,4,卖,1775527205,12003223
10:00:05,29.96,14,卖,1775527205,12003214
10:00:05,29.96,20,卖,1775527205,12003212
10:00:05,29.96,8,卖,1775527205,12003210
10:00:05,29.96,8,卖,1775527205,12003209
10:00:05,29.96,12,卖,1775527205,12003203
10:00:05,29.96,8,卖,1775527205,12003195
10:00:05,29.96,8,卖,1775527205,12003187
10:00:05,29.96,8,卖,1775527205,12002675
10:00:05,29.96,6,卖,1775527205,12001156
10:00:05,29.96,7,卖,1775527205,12000872
10:00:06,30.08,3,卖,1775527206,12005284
10:00:06,29.96,1,卖,1775527206,12004910
10:00:07,29.95,8,卖,1775527207,12011648
10:00:07,29.95,4,卖,1775527207,12009454
10:00:08,29.95,8,卖,1775527208,12014235
10:00:08,29.95,8,卖,1775527208,12013578
10:00:11,30.09,4,买,1775527211,12025378
10:00:27,29.94,1,卖,1775527227,12092186
10:00:27,29.94,1,卖,1775527227,12092156
10:00:29,30.16,2,买,1775527229,12098148
10:00:30,29.95,2,卖,1775527230,12105666
10:00:30,29.94,1,卖,1775527230,12105399
10:00:30,29.94,1,卖,1775527230,12105337
10:00:33,29.93,8,买,1775527233,12114760
10:00:35,29.95,18,卖,1775527235,12122512
10:00:36,29.95,2,卖,1775527236,12125819
10:00:36,30.15,2,买,1775527236,12125641
10:00:36,29.93,1,卖,1775527236,12124410
10:00:36,29.93,1,卖,1775527236,12124398
10:00:38,29.93,6,买,1775527238,12134018
10:00:42,29.94,4,卖,1775527242,12150656
10:00:42,29.94,1,买,1775527242,12150653
10:00:42,29.94,1,卖,1775527242,12150621
10:00:42,29.94,22,卖,1775527242,12150618
10:00:43,29.68,4,买,1775527243,12156055
10:00:43,29.92,3,卖,1775527243,12155270
10:00:43,29.94,4,卖,1775527243,12153102
10:00:43,29.94,4,卖,1775527243,12152825
10:00:45,29.93,8,卖,1775527245,12162694
10:00:48,29.93,8,卖,1775527248,12175765
10:00:48,29.93,8,卖,1775527248,12175762
10:00:48,29.93,4,卖,1775527248,12174826
10:00:48,29.93,8,卖,1775527248,12174824
10:00:48,29.93,11,卖,1775527248,12174744
10:00:48,29.93,4,卖,1775527248,12174740
10:00:49,29.85,100,买,1775527249,12178200
10:00:49,29.93,4,卖,1775527249,12177110
10:00:51,29.93,20,卖,1775527251,12187463
10:00:51,29.93,1,卖,1775527251,12187077
10:00:55,30.10,1,买,1775527255,12204468
10:00:56,29.92,1,卖,1775527256,12206900
10:00:57,29.70,1,买,1775527257,12212503
10:00:58,29.92,2,卖,1775527258,12218309
10:00:58,29.92,1,卖,1775527258,12218209
10:01:02,29.92,2,卖,1775527262,12235017
10:01:03,29.92,1,买,1775527263,12238262
10:01:06,29.93,14,买,1775527266,12253338
10:01:07,29.93,3,买,1775527267,12258715
10:01:07,29.92,6,卖,1775527267,12258454
10:01:07,29.92,7,卖,1775527267,12258365
10:01:07,29.92,9,卖,1775527267,12258199
10:01:07,29.92,9,卖,1775527267,12258193
10:01:08,29.92,8,卖,1775527268,12263629
10:01:08,29.92,1,买,1775527268,12263470
10:01:08,29.92,9,卖,1775527268,12263355
10:01:08,29.92,10,卖,1775527268,12262341
10:01:08,30.08,2,买,1775527268,12261803
10:01:08,29.94,18,卖,1775527268,12260418
10:01:08,29.92,19,卖,1775527268,12260413
10:01:08,29.92,10,卖,1775527268,12260407
10:01:08,29.92,50,卖,1775527268,12260374
10:01:09,29.92,2,卖,1775527269,12267560
10:01:09,29.65,8,买,1775527269,12267478
10:01:09,29.88,5,买,1775527269,12266762
10:01:10,29.97,1,买,1775527270,12271813
10:01:10,29.92,6,卖,1775527270,12268612
10:01:14,29.92,30,卖,1775527274,12286204
10:01:15,29.88,5,买,1775527275,12290467
10:01:15,29.92,4,买,1775527275,12289212
10:01:15,29.88,1,买,1775527275,12288929
10:01:18,29.88,6,买,1775527278,12302053
10:01:21,29.92,13,买,1775527281,12311640
10:01:21,29.92,1,买,1775527281,12311630
10:01:28,32.52,15,卖,1775527288,12341594
10:01:29,29.89,4,买,1775527289,12342536
10:01:32,29.91,1,买,1775527292,12354693
10:01:32,29.88,3,买,1775527292,12352877
10:01:33,29.91,1,买,1775527293,12357761
10:01:33,29.89,1,卖,1775527293,12356252
10:01:33,29.90,1,买,1775527293,12355856
10:01:33,29.90,1,买,1775527293,12355854
10:01:33,29.90,1,买,1775527293,12355832
10:01:33,29.90,1,买,1775527293,12355824
10:01:33,29.90,1,买,1775527293,12355813
10:01:33,29.90,1,买,1775527293,12355812
10:01:33,29.90,1,买,1775527293,12355807
10:01:33,29.90,1,买,1775527293,12355806
10:01:33,29.90,1,买,1775527293,12355795
10:01:33,29.90,1,买,1775527293,12355790
10:01:33,29.90,1,买,1775527293,12355789
10:01:33,29.90,1,买,1775527293,12355788
10:01:33,29.90,1,买,1775527293,12355787
10:01:34,29.92,9,卖,1775527294,12362860
10:01:34,29.92,1,买,1775527294,12362246
10:01:34,29.92,7,买,1775527294,12361948
10:01:35,30.11,2,买,1775527295,12365736
10:01:36,29.92,1,卖,1775527296,12369206
10:01:37,29.92,6,买,1775527297,12371912
10:01:37,29.92,4,买,1775527297,12370155
10:01:40,29.92,4,买,1775527300,12382442
10:01:40,29.92,1,买,1775527300,12380683
10:01:42,29.92,1,买,1775527302,12393009
10:01:42,29.92,4,买,1775527302,12389278
10:01:44,29.91,1,卖,1775527304,12398851
10:01:45,29.92,1,卖,1775527305,12402787
10:01:45,30.06,15,买,1775527305,12400326
10:01:45,29.92,4,买,1775527305,12400301
10:01:46,29.92,1,买,1775527306,12404149
10:01:46,29.90,8,买,1775527306,12403404
10:01:47,29.89,13,卖,1775527307,12409736
10:01:47,29.91,5,卖,1775527307,12408227
10:01:48,29.90,1,买,1775527308,12410160
10:01:52,29.91,5,卖,1775527312,12427216
10:01:53,30.15,9,买,1775527313,12429894
10:01:53,29.90,5,卖,1775527313,12429336
10:01:54,29.89,1,买,1775527314,12434715
10:01:54,29.93,1,买,1775527314,12434515
10:01:54,29.93,1,买,1775527314,12434476
10:01:54,29.88,3,买,1775527314,12434470
10:01:54,29.92,1,买,1775527314,12434431
10:01:54,29.91,1,买,1775527314,12434330
10:01:54,29.91,1,买,1775527314,12434327
10:01:54,29.90,5,卖,1775527314,12433379
10:01:55,31.00,34,卖,1775527315,12438871
10:01:57,29.91,1,买,1775527317,12444296
10:01:58,29.91,5,卖,1775527318,12449029
10:01:58,29.91,5,卖,1775527318,12448243
10:02:00,29.91,2,卖,1775527320,12458041
10:02:00,29.90,1,卖,1775527320,12457781
10:02:01,29.91,11,买,1775527321,12460622
10:02:01,29.90,1,买,1775527321,12460617
10:02:05,29.93,2,买,1775527325,12481863
10:02:05,29.93,3,买,1775527325,12481853
10:02:05,29.89,1,卖,1775527325,12481840
10:02:05,29.93,3,买,1775527325,12478773
10:02:05,29.93,3,买,1775527325,12478771
10:02:05,29.93,10,买,1775527325,12478747
10:02:05,29.92,38,买,1775527325,12478740
10:02:05,29.92,7,买,1775527325,12478733
10:02:05,29.92,7,买,1775527325,12478730
10:02:05,29.92,7,买,1775527325,12478728
10:02:05,29.92,2,买,1775527325,12478726
10:02:05,29.92,35,买,1775527325,12478701
10:02:06,30.07,5,买,1775527326,12486455
10:02:06,29.93,1,买,1775527326,12481907
10:02:06,29.93,2,买,1775527326,12481906
10:02:06,29.94,1,买,1775527326,12481889
10:02:09,29.95,1,买,1775527329,12501184
10:02:09,29.95,1,买,1775527329,12500889
10:02:09,29.95,1,买,1775527329,12500682
10:02:12,29.94,1,买,1775527332,12512069
10:02:14,30.17,8,买,1775527334,12517706
10:02:18,32.92,42,卖,1775527338,12535550
10:02:22,30.29,4,卖,1775527342,12553055
10:02:23,29.95,1,卖,1775527343,12556715
10:02:23,29.94,1,卖,1775527343,12555435
10:02:27,29.94,1,买,1775527347,12569350
10:02:28,29.58,5,买,1775527348,12573141
10:02:30,29.91,18,卖,1775527350,12580620
10:02:38,29.89,2,买,1775527358,12610746
10:02:38,30.60,30,卖,1775527358,12609238
10:02:39,29.90,10,买,1775527359,12614212
10:02:42,29.95,1,卖,1775527362,12624161
10:02:42,29.48,1,卖,1775527362,12623564
10:02:48,29.94,5,卖,1775527368,12649082
10:02:54,30.12,20,卖,1775527374,12685811
10:02:54,29.92,5,买,1775527374,12682697
10:02:55,29.92,3,买,1775527375,12688677
10:02:55,29.94,1,买,1775527375,12688624
10:02:56,29.93,1,买,1775527376,12693791
10:02:56,29.93,5,卖,1775527376,12693781
10:02:57,29.93,5,卖,1775527377,12698664
10:02:57,30.14,4,买,1775527377,12696287
10:03:00,29.93,2,卖,1775527380,12711825
10:03:00,29.92,2,买,1775527380,12708368
10:03:05,29.93,1,买,1775527385,12737197
10:03:05,29.93,5,买,1775527385,12737006
10:03:09,29.00,1,买,1775527389,12754546
10:03:09,29.93,2,卖,1775527389,12754045
10:03:09,30.28,5,卖,1775527389,12752679
10:03:09,29.92,5,买,1775527389,12751768
10:03:13,30.07,2,买,1775527393,12769051
10:03:15,29.93,1,买,1775527395,12773646
10:03:16,29.91,2,买,1775527396,12776548
10:03:25,29.93,3,买,1775527405,12808421
10:03:25,29.76,7,买,1775527405,12808157
10:03:30,29.94,4,卖,1775527410,12827312
10:03:30,29.94,2,买,1775527410,12826618
10:03:32,29.94,1,卖,1775527412,12832557
10:03:36,29.93,4,卖,1775527416,12848497
10:03:36,29.93,8,卖,1775527416,12848496
10:03:36,29.93,12,卖,1775527416,12848249
10:03:36,29.94,3,买,1775527416,12848209
10:03:39,29.93,1,卖,1775527419,12857540
10:03:40,29.92,8,卖,1775527420,12859452
10:03:41,29.94,18,卖,1775527421,12862101
10:03:43,29.92,8,卖,1775527423,12869475
10:03:43,29.92,8,卖,1775527423,12869154
10:03:43,29.92,8,卖,1775527423,12869153
10:03:43,29.92,19,卖,1775527423,12868188
10:03:43,29.92,8,卖,1775527423,12868187
10:03:43,29.92,8,卖,1775527423,12868186
10:03:43,29.92,8,卖,1775527423,12868184
10:03:46,29.91,8,卖,1775527426,12879763
10:03:46,29.91,4,卖,1775527426,12878818
10:03:46,29.91,8,卖,1775527426,12878814
10:03:46,29.91,8,卖,1775527426,12877884
10:03:47,29.91,8,卖,1775527427,12880109
10:03:51,29.89,2,买,1775527431,12893881
10:03:51,29.89,5,买,1775527431,12892777
10:03:52,29.91,5,卖,1775527432,12896076
10:03:54,29.90,10,卖,1775527434,12905965
10:03:57,29.91,1,卖,1775527437,12915966
10:03:58,29.89,1,卖,1775527438,12918825
10:03:59,29.88,3,买,1775527439,12923934
10:04:03,29.91,2,买,1775527443,12938634
10:04:06,29.88,1,买,1775527446,12951674
10:04:06,29.95,1,卖,1775527446,12950654
10:04:06,29.89,1,卖,1775527446,12949581
10:04:07,29.91,20,卖,1775527447,12955659
10:04:10,29.92,12,卖,1775527450,12967909
10:04:10,29.90,5,卖,1775527450,12966536
10:04:18,29.90,7,买,1775527458,12991807
10:04:19,29.89,2,买,1775527459,12994559
10:04:19,29.88,20,卖,1775527459,12994526
10:04:21,29.91,2,买,1775527461,13004970
10:04:21,29.91,1,卖,1775527461,13004901
10:04:26,29.92,3,卖,1775527466,13019230
10:04:26,29.90,1,卖,1775527466,13017439
10:04:26,29.90,9,卖,1775527466,13017427
10:04:27,29.91,4,卖,1775527467,13021779
10:04:27,29.87,1,买,1775527467,13020178
10:04:29,29.90,5,卖,1775527469,13028118
10:04:31,29.88,8,卖,1775527471,13032509
10:04:33,29.90,1,卖,1775527473,13041025
10:04:33,29.88,1,卖,1775527473,13040783
10:04:33,29.90,1,买,1775527473,13039519
10:04:33,29.90,1,买,1775527473,13038521
10:04:38,29.89,10,买,1775527478,13058985
10:04:38,29.89,5,卖,1775527478,13058860
10:04:40,29.89,3,卖,1775527480,13065057
10:04:41,29.86,6,卖,1775527481,13067901
10:04:42,29.89,9,卖,1775527482,13075792
10:04:42,29.89,10,卖,1775527482,13075443
10:04:42,29.89,1,卖,1775527482,13075374
10:04:42,29.88,1,卖,1775527482,13075134
10:04:42,29.89,21,卖,1775527482,13071890
10:04:43,29.89,5,卖,1775527483,13079114
10:04:43,29.89,10,卖,1775527483,13076672
10:04:44,29.89,5,卖,1775527484,13081059
10:04:44,29.89,14,卖,1775527484,13081052
10:04:45,29.88,100,买,1775527485,13083558
10:04:48,29.87,10,卖,1775527488,13092728
10:04:48,29.87,10,卖,1775527488,13092726
10:04:48,29.87,5,卖,1775527488,13092233
10:04:49,29.89,5,卖,1775527489,13098174
10:04:50,29.85,4,买,1775527490,13100755
10:04:51,29.88,10,卖,1775527491,13103630
10:04:51,29.88,21,卖,1775527491,13103625
10:05:04,30.06,11,买,1775527504,13145823
10:05:04,29.88,5,卖,1775527504,13145128
10:05:04,29.88,10,卖,1775527504,13145123
10:05:04,29.88,10,卖,1775527504,13145121
10:05:04,29.88,9,卖,1775527504,13145085
10:05:04,29.71,4,买,1775527504,13144239
10:05:05,29.88,2,卖,1775527505,13149545
10:05:06,29.89,1,卖,1775527506,13152528
10:05:07,29.88,9,买,1775527507,13155545
10:05:07,29.88,3,买,1775527507,13155257
10:05:07,29.88,10,卖,1775527507,13154927
10:05:07,29.88,10,卖,1775527507,13154924
10:05:07,29.88,10,卖,1775527507,13154913
10:05:08,29.89,7,买,1775527508,13157974
10:05:13,29.88,5,卖,1775527513,13177953
10:05:17,29.88,1,买,1775527517,13191248
10:05:17,29.88,4,卖,1775527517,13190981
10:05:20,29.87,1,卖,1775527520,13203979
10:05:24,29.87,8,卖,1775527524,13217935
10:05:27,29.90,1,买,1775527527,13229252
10:05:27,29.90,1,买,1775527527,13229191
10:05:27,29.90,1,买,1775527527,13229160
10:05:27,29.90,1,买,1775527527,13229143
10:05:27,29.90,1,买,1775527527,13229112
10:05:27,29.90,1,买,1775527527,13229090
10:05:27,29.89,1,买,1775527527,13228882
10:05:27,29.87,3,买,1775527527,13228254
10:05:27,29.90,1,买,1775527527,13228225
10:05:27,29.90,4,买,1775527527,13228068
10:05:27,29.90,70,买,1775527527,13228049
10:05:27,29.88,12,买,1775527527,13228030
10:05:27,29.86,100,买,1775527527,13228018
10:05:28,29.91,1,买,1775527528,13233140
10:05:28,29.95,1,买,1775527528,13232340
10:05:29,29.91,2,买,1775527529,13233264
10:05:29,29.91,1,买,1775527529,13233262
10:05:30,29.91,1,买,1775527530,13238964
10:05:31,29.91,1,买,1775527531,13242371
10:05:33,29.93,1,买,1775527533,13248859
10:05:35,29.90,2,买,1775527535,13252742
10:05:35,29.90,3,卖,1775527535,13252713
10:05:40,29.93,1,卖,1775527540,13268053
10:05:40,29.91,1,买,1775527540,13267985
10:05:42,29.87,2,卖,1775527542,13275625
10:05:43,29.90,1,买,1775527543,13279456
10:05:45,29.92,5,卖,1775527545,13287281
10:05:48,29.91,3,卖,1775527548,13300352
10:05:48,29.91,5,卖,1775527548,13298675
10:05:51,29.90,9,卖,1775527551,13310987
10:05:57,29.89,5,卖,1775527557,13334593
10:06:00,29.89,1,买,1775527560,13348114
10:06:00,29.89,1,买,1775527560,13348003
10:06:00,29.84,1,卖,1775527560,13343897
10:06:03,29.89,1,买,1775527563,13360238
10:06:03,29.88,3,买,1775527563,13360234
10:06:03,29.88,1,买,1775527563,13360219
10:06:03,29.88,5,买,1775527563,13360188
10:06:03,29.89,1,买,1775527563,13360144
10:06:03,29.89,1,买,1775527563,13360077
10:06:03,29.89,1,买,1775527563,13359987
10:06:03,29.87,2,买,1775527563,13359410
10:06:03,29.87,50,买,1775527563,13357176
10:06:04,29.89,1,买,1775527564,13363460
10:06:04,29.88,1,买,1775527564,13363424
10:06:04,29.89,1,买,1775527564,13361381
10:06:04,29.90,1,买,1775527564,13360363
10:06:06,29.87,1,卖,1775527566,13368713
10:06:09,29.87,13,卖,1775527569,13380302
10:06:10,29.90,1,卖,1775527570,13382867
10:06:13,29.90,1,买,1775527573,13393636
10:06:18,29.87,3,买,1775527578,13407286
10:06:20,29.75,10,买,1775527580,13419049
10:06:24,29.89,5,买,1775527584,13434432
10:06:24,29.90,7,买,1775527584,13434391
10:06:28,29.89,1,卖,1775527588,13450930
10:06:30,29.89,1,买,1775527590,13459486
10:06:31,29.90,5,卖,1775527591,13464396
10:06:31,29.90,8,卖,1775527591,13463613
10:06:31,29.89,5,卖,1775527591,13463607
10:06:31,29.90,8,卖,1775527591,13463215
10:06:31,29.90,8,卖,1775527591,13461420
10:06:31,29.90,8,卖,1775527591,13461419
10:06:31,29.90,8,卖,1775527591,13461090
10:06:31,29.90,8,卖,1775527591,13461016
10:06:32,29.87,2,卖,1775527592,13465076
10:06:33,29.90,1,卖,1775527593,13470484
10:06:33,29.89,20,卖,1775527593,13469568
10:06:36,29.87,1,卖,1775527596,13477573
10:06:54,29.89,1,买,1775527614,13540850
10:06:54,29.89,1,买,1775527614,13540821
10:06:54,29.88,30,买,1775527614,13538064
10:06:55,29.80,15,买,1775527615,13541617
10:06:55,29.87,1,卖,1775527615,13541204
10:06:57,29.89,2,卖,1775527617,13550031
10:06:57,29.88,6,卖,1775527617,13548484
10:06:58,29.87,3,买,1775527618,13551090
10:06:59,29.87,1,买,1775527619,13555719
10:07:01,29.88,5,卖,1775527621,13561765
10:07:01,29.88,9,卖,1775527621,13561727
10:07:01,29.88,5,卖,1775527621,13561707
10:07:01,29.88,5,卖,1775527621,13561675
10:07:02,29.88,1,卖,1775527622,13567040
10:07:02,30.18,2,卖,1775527622,13566801
10:07:14,29.88,1,买,1775527634,13605529
10:07:14,29.77,5,买,1775527634,13604812
10:07:15,29.88,5,卖,1775527635,13609825
10:07:16,29.88,5,卖,1775527636,13611949
10:07:17,29.56,6,买,1775527637,13614190
10:07:21,29.87,2,卖,1775527641,13630272
10:07:21,29.87,1,卖,1775527641,13629583
10:07:21,29.66,7,买,1775527641,13627166
10:07:24,29.87,5,卖,1775527644,13640493
10:07:28,29.87,11,卖,1775527648,13652480
10:07:28,29.87,1,卖,1775527648,13652478
10:07:28,29.87,1,卖,1775527648,13652475
10:07:28,29.87,9,卖,1775527648,13652474
10:07:28,29.87,5,卖,1775527648,13652466
10:07:28,29.87,9,卖,1775527648,13652462
10:07:28,29.87,10,卖,1775527648,13652461
10:07:28,29.87,5,卖,1775527648,13652455
10:07:28,29.87,10,卖,1775527648,13652450
10:07:28,29.87,5,卖,1775527648,13652346
10:07:30,29.86,1,卖,1775527650,13661525
10:07:30,29.86,5,卖,1775527650,13661482
10:07:31,29.86,2,卖,1775527651,13664759
10:07:31,29.87,2,卖,1775527651,13664003
10:07:32,29.69,5,买,1775527652,13669402
10:07:33,29.86,9,卖,1775527653,13674248
10:07:35,29.86,10,卖,1775527655,13681630
10:07:35,29.86,10,卖,1775527655,13681628
10:07:35,29.86,5,卖,1775527655,13681381
10:07:35,29.86,10,卖,1775527655,13680957
10:07:35,29.86,1,卖,1775527655,13680085
10:07:35,29.86,5,卖,1775527655,13680057
10:07:35,29.86,10,卖,1775527655,13679996
10:07:36,29.70,10,买,1775527656,13685460
10:07:36,29.85,5,卖,1775527656,13685219
10:07:36,29.85,9,卖,1775527656,13685212
10:07:36,29.85,9,卖,1775527656,13685207
10:07:36,29.86,2,卖,1775527656,13685198
10:07:36,29.86,2,卖,1775527656,13685192
10:07:36,29.85,8,卖,1775527656,13685176
10:07:37,29.91,1,买,1775527657,13688769
10:07:37,29.86,1,买,1775527657,13688760
10:07:38,29.86,2,卖,1775527658,13691847
10:07:38,29.95,20,卖,1775527658,13691738
10:07:38,29.85,21,卖,1775527658,13691168
10:07:39,29.85,1,卖,1775527659,13695207
10:07:39,29.85,10,卖,1775527659,13695166
10:07:40,29.91,3,买,1775527660,13698332
10:07:45,29.85,5,卖,1775527665,13715227
10:07:45,29.85,2,卖,1775527665,13714816
10:07:48,29.85,7,卖,1775527668,13723526
10:07:49,29.85,1,卖,1775527669,13724859
10:07:49,29.85,1,卖,1775527669,13724826
10:07:49,29.85,9,卖,1775527669,13724814
10:07:51,29.85,2,卖,1775527671,13734350
10:07:51,29.85,2,卖,1775527671,13734281
10:07:52,29.91,1,买,1775527672,13737741
10:07:52,29.85,1,卖,1775527672,13735907
10:07:52,29.85,1,卖,1775527672,13735884
10:07:52,29.84,4,卖,1775527672,13735835
10:07:52,29.85,1,卖,1775527672,13735824
10:07:52,29.84,2,卖,1775527672,13735781
10:07:52,29.85,9,卖,1775527672,13735680
10:07:52,29.85,5,卖,1775527672,13735469
10:07:53,29.85,3,卖,1775527673,13739680
10:07:54,29.84,2,卖,1775527674,13745089
10:07:54,29.83,1,卖,1775527674,13744911
10:07:55,29.89,1,买,1775527675,13747835
10:08:05,29.84,1,卖,1775527685,13781378
10:08:05,29.84,1,卖,1775527685,13781286
10:08:05,29.84,1,卖,1775527685,13781254
10:08:05,29.84,1,卖,1775527685,13781189
10:08:05,29.84,1,卖,1775527685,13781184
10:08:05,29.84,1,卖,1775527685,13781087
