bond_code,bond_name,stock_name,price,convert_value,premium_rate,ytm,dblow,year_left,remaining_size,rating,pb,stock_price,redeem_trigger_price,putback_trigger_price,revise_count,volume,score,tags
123049,维尔转债,维尔利,117.84,110.42,6.72,4.96,124.56,0.027,2.529,A-,1.27,3.92,4.615,2.485,6,15004.15,62,到期正收益 | 低价区间 | 极低溢价 | 临期债 | 迷你债 | 下修6次
