股票代码,股票名称,现价,总市值(亿),流通市值(亿),PE(动),净利润(亿),年度涨跌幅(%),单周最大涨幅(%),单周最大跌幅(%),平均换手率(%),峰值换手率(%),价格区间高,价格区间低,价格波幅(%),波段次数,放量日数,最长连续放量,高位放量日,最大量比,平均放量倍数
605167,利柏特,15.83,71.09,71.09,29.96,2.37,68.23,19.66,-14.66,10.65,47.88,17.58,7.46,135.66,31,27,8,12,5.17,2.88
003043,华亚智能,49.83,66.69,41.77,101.92,0.65,73.02,11.48,-8.24,17.01,41.96,57.67,26.8,115.19,27,15,6,2,3.0,2.33
000906,浙商中拓,6.02,42.72,42.21,16.86,2.53,4.7,5.55,-7.01,5.97,17.4,6.79,5.23,29.83,31,4,4,2,3.27,2.96
600874,创业环保,6.09,95.64,74.93,10.22,9.36,11.13,5.37,-8.09,4.62,16.14,6.81,5.14,32.49,35,8,4,4,4.99,3.16
603518,锦泓集团,10.05,34.71,34.56,22.81,1.52,3.5,27.92,-17.07,24.78,94.28,13.43,7.31,83.72,27,18,7,10,4.4,2.7
002393,力生制药,22.17,57.11,55.49,11.55,4.94,33.07,41.68,-13.67,10.82,61.63,28.77,14.55,97.73,28,18,7,5,6.55,3.25
002880,卫光生物,26.24,59.51,59.51,28.27,2.11,-1.13,8.61,-7.23,3.49,29.16,33.36,25.03,33.28,27,11,6,6,7.09,3.46
688292,浩瀚深度,31.03,49.14,31.29,-401.35,,52.03,20.47,-10.17,17.58,45.25,32.58,17.09,90.64,27,12,5,4,4.0,2.73
002637,赞宇科技,10.33,48.59,45.73,24.18,2.01,6.71,16.72,-9.39,8.8,28.38,12.48,7.5,66.4,30,15,6,7,4.02,2.69
002688,金河生物,6.22,48.0,46.49,25.88,1.85,48.1,29.28,-19.21,22.75,100.56,8.59,3.79,126.65,27,14,6,6,7.38,3.46
600613,神奇制药,6.29,33.59,30.15,50.09,0.67,0.48,7.62,-9.89,8.19,18.85,7.53,5.07,48.52,27,11,5,5,4.7,2.72
600488,津药药业,4.21,45.97,45.97,49.58,0.93,4.21,4.81,-10.19,3.26,6.63,4.79,3.53,35.69,21,3,3,1,3.31,2.52
001390,古麒绒材,25.18,50.36,12.59,27.25,1.85,-6.81,12.53,-14.58,67.26,208.25,39.0,21.5,81.4,13,14,8,7,3.91,2.8
002275,桂林三金,14.55,85.49,81.34,16.64,5.14,12.7,6.5,-5.52,3.44,18.72,17.18,12.35,39.11,25,9,5,6,5.43,3.44
301223,中荣股份,18.92,36.54,21.19,20.7,1.77,21.44,6.56,-8.36,6.15,24.65,19.18,14.09,36.12,27,12,4,3,6.34,3.42
300355,蒙草生态,4.19,67.22,54.41,67.8,0.99,-11.97,12.55,-12.16,20.14,60.49,6.1,3.68,65.76,25,15,7,3,5.35,2.67
301096,百诚医药,59.91,65.44,49.6,801.39,0.08,75.02,23.54,-11.91,25.29,125.33,77.17,30.6,152.19,32,19,7,5,7.27,3.16
600605,汇通能源,30.17,62.24,62.24,177.55,0.35,-11.4,10.15,-10.81,7.24,27.01,41.15,26.48,55.4,24,10,3,6,4.1,3.0
688553,汇宇制药-W,21.63,91.62,74.31,-135.26,,53.84,31.88,-11.61,10.89,39.83,28.28,12.56,125.16,32,19,7,2,4.19,2.59
001358,兴欣新材,26.32,32.43,13.42,54.43,0.6,26.11,14.93,-10.72,14.25,49.7,32.87,17.87,83.94,31,14,3,1,3.62,2.63
603020,爱普股份,10.91,41.81,41.81,27.97,1.49,37.93,20.11,-11.5,7.92,36.62,12.2,7.06,72.8,33,12,5,7,5.59,3.3
300239,东宝生物,6.63,39.36,39.1,60.92,0.65,25.09,11.43,-8.78,9.36,24.96,6.82,4.41,54.65,31,17,4,9,5.13,2.89
300791,仙乐健康,24.5,75.37,62.85,21.72,3.47,30.81,20.05,-10.39,7.64,24.83,28.19,15.85,77.85,26,12,6,2,3.78,2.68
002801,微光股份,36.22,83.17,41.94,21.45,3.88,38.09,20.93,-13.83,18.54,50.08,43.27,22.32,93.86,27,11,4,3,4.7,2.61
603987,康德莱,9.04,39.49,39.49,15.3,2.58,28.23,6.21,-12.4,8.62,41.37,10.23,6.01,70.22,23,10,9,4,3.29,2.5
603126,中材节能,6.91,42.19,42.19,2000.78,0.02,14.98,9.15,-7.56,11.0,45.57,7.88,5.19,51.83,25,11,5,7,8.44,3.34
002034,旺能环境,16.28,70.65,70.3,9.61,7.35,14.17,10.19,-7.91,5.1,24.84,20.74,13.42,54.55,25,9,5,4,8.57,3.58
603602,纵横通信,16.54,38.22,38.22,93.69,0.41,7.82,23.7,-11.77,15.91,57.73,21.55,13.08,64.76,23,11,3,6,6.8,3.09
000897,津滨发展,2.32,37.52,37.52,154.65,0.24,7.91,6.17,-8.03,10.44,26.15,2.63,1.89,39.15,33,6,3,3,2.5,2.27
600513,联环药业,20.85,59.52,59.52,-127.31,,122.04,38.58,-19.76,34.04,111.26,31.58,8.21,284.65,24,17,6,4,4.12,2.66
600052,东望时代,4.8,40.52,40.52,46.02,0.88,14.56,16.5,-11.59,8.42,26.9,5.88,3.5,68.0,27,16,4,5,4.52,2.86
603955,大千生态,30.9,41.94,41.94,-85.24,,76.27,27.03,-10.76,21.34,73.48,45.05,14.72,206.05,27,11,7,1,3.79,2.56
000726,鲁  泰Ａ,7.25,59.25,42.71,8.84,6.7,19.64,5.42,-8.2,7.3,20.84,7.7,5.01,53.69,27,9,5,3,3.13,2.36
600251,冠农股份,9.53,74.05,74.05,16.0,4.63,42.03,11.81,-5.41,5.77,24.85,9.95,6.61,50.53,29,13,5,4,4.55,3.08
300021,大禹节水,4.79,48.97,41.8,331.58,0.15,20.35,36.25,-10.33,23.17,133.02,7.02,3.59,95.54,29,17,7,6,4.93,3.24
688687,凯因科技,26.95,46.07,46.07,33.71,1.37,19.35,20.15,-13.04,16.84,44.44,40.19,20.52,95.86,29,12,5,3,3.37,2.53
688606,奥泰生物,65.97,52.3,52.3,20.67,2.53,0.09,14.77,-9.08,4.05,9.18,82.26,57.94,41.97,25,11,4,5,4.07,2.82
600234,科新发展,12.54,32.92,32.92,79.41,0.41,120.0,23.48,-9.89,7.94,32.6,14.88,5.05,194.65,26,27,8,9,4.87,2.57
000407,胜利股份,5.05,44.44,44.23,27.76,1.6,57.32,46.56,-8.26,17.21,91.55,6.7,2.72,146.32,28,18,8,8,7.63,3.36
300157,新锦动力,4.97,37.47,35.18,35.76,1.05,77.5,29.32,-21.7,35.47,174.24,6.49,2.28,184.65,27,29,8,15,5.0,2.79
000913,钱江摩托,15.87,83.57,73.52,19.57,4.27,-15.76,9.22,-7.2,7.53,25.82,19.44,13.49,44.11,29,9,3,2,3.76,2.99
688345,博力威,34.03,34.42,34.03,53.19,0.65,89.79,16.86,-21.74,6.93,27.02,44.88,15.53,188.99,29,12,6,3,3.08,2.51
603062,麦加芯彩,48.29,52.15,17.9,23.65,2.21,34.44,17.33,-11.25,18.78,85.01,57.28,31.94,79.34,23,20,5,6,3.97,2.56
603949,雪龙集团,19.23,40.52,40.42,49.79,0.81,58.66,48.53,-19.88,15.05,67.98,28.79,10.79,166.82,31,24,8,14,5.25,2.81
000597,东北制药,5.42,77.35,76.38,33.59,2.3,11.07,16.73,-8.36,6.91,35.38,6.68,4.52,47.79,25,10,5,5,5.08,3.29
603666,亿嘉和,32.54,66.88,66.88,-118.54,,9.05,21.42,-15.89,19.77,58.17,41.6,23.9,74.06,35,9,6,1,4.03,2.64
300266,兴源环境,2.7,41.95,41.93,-55.31,,8.0,11.95,-8.57,9.62,25.66,3.21,1.81,77.35,33,9,4,4,6.9,3.15
688075,安旭生物,40.62,51.62,51.62,60.16,0.86,9.93,6.59,-10.34,2.5,7.53,45.0,32.3,39.32,25,15,4,7,4.42,2.87
600252,中恒集团,2.7,85.97,85.97,261.68,0.33,16.38,10.27,-10.24,7.31,20.46,3.23,2.12,52.36,26,9,4,5,5.13,2.82
688468,科美诊断,8.09,32.45,32.45,58.56,0.55,19.67,15.92,-10.65,6.91,40.41,9.12,5.92,54.05,27,10,6,7,7.46,3.46
603489,八方股份,31.09,72.94,72.94,81.77,0.89,36.96,13.53,-11.32,8.41,28.58,34.18,19.95,71.33,24,16,8,3,5.29,2.74
002833,弘亚数控,16.75,71.06,48.33,15.7,4.53,0.06,9.14,-8.41,8.68,45.53,19.28,13.74,40.32,25,15,6,9,5.3,2.87
301199,迈赫股份,25.02,46.71,17.94,35.59,1.31,2.58,14.83,-13.53,27.57,89.02,31.73,17.17,84.8,27,15,5,5,4.56,2.51
301239,普瑞眼科,34.06,50.96,50.96,233.77,0.22,-18.75,9.0,-14.97,10.23,30.87,57.5,30.6,87.91,29,6,3,1,3.87,2.79
603001,奥康国际,8.55,34.28,34.28,-12.28,,79.25,26.53,-13.0,9.65,28.97,10.63,4.27,148.95,28,16,5,5,5.63,3.0
603399,永杉锂业,11.48,58.81,58.81,-27.02,,33.49,12.78,-10.02,17.87,64.89,12.99,7.02,85.04,27,20,5,9,5.01,2.92
000779,甘咨询,8.56,39.79,39.78,18.92,2.1,9.6,22.45,-22.62,12.58,64.0,13.06,7.08,84.46,31,17,6,12,3.92,2.47
002125,湘潭电化,14.7,92.53,92.53,44.11,2.1,45.98,20.5,-12.39,21.78,91.03,17.95,8.36,114.71,23,20,7,10,7.35,3.21
301448,开创电气,46.82,48.97,22.61,-351.04,,120.33,27.39,-15.7,20.84,69.6,69.99,15.98,337.98,28,13,5,1,6.03,3.0
603439,三力制药,11.98,48.99,48.38,45.48,1.08,-3.46,12.82,-8.22,7.23,27.89,14.32,11.11,28.89,27,13,4,6,7.58,3.25
002942,新农股份,20.38,31.76,27.96,23.05,1.38,35.6,21.48,-14.49,11.6,46.51,27.5,13.49,103.85,29,19,8,8,4.99,3.26
300463,迈克生物,11.95,72.26,58.77,146.06,0.49,-1.24,7.7,-11.21,6.79,17.86,15.3,10.8,41.67,25,8,3,5,3.76,2.77
603365,水星家纺,20.55,53.94,53.39,17.42,3.1,47.42,16.74,-8.02,3.45,9.05,23.67,12.83,84.49,29,18,6,6,6.82,2.87
002863,今飞凯达,5.9,35.37,35.37,36.56,0.97,25.8,10.06,-18.22,13.82,63.33,6.7,3.87,73.13,31,11,5,5,6.93,3.38
603030,全筑股份,3.02,39.77,39.77,-33.15,,24.79,17.86,-13.55,20.38,79.4,4.13,1.93,113.99,33,18,8,5,6.84,3.38
605338,巴比食品,31.49,75.44,75.44,28.12,2.68,81.81,12.42,-9.36,8.33,22.47,33.5,15.02,123.04,24,16,7,5,3.34,2.65
688057,金达莱,12.72,35.11,35.11,34.89,1.01,19.89,6.48,-10.91,2.76,7.22,14.19,9.08,56.28,27,10,5,3,5.16,2.71
603639,海利尔,13.01,45.49,44.22,16.41,2.77,8.87,7.91,-8.6,5.09,32.48,15.78,10.47,50.72,21,16,5,5,7.77,3.55
600237,铜峰电子,9.63,60.74,59.87,57.0,1.07,41.83,14.79,-7.59,19.58,64.79,9.9,5.53,79.02,35,10,4,4,4.48,2.95
300869,康泰医学,16.27,65.37,41.22,521.6,0.13,26.52,24.06,-12.07,11.41,85.42,21.54,11.33,90.11,25,11,7,6,6.89,3.38
002037,保利联合,9.8,47.42,47.42,-35.84,,34.06,52.73,-16.35,15.81,115.93,16.68,6.68,149.7,31,17,7,5,5.45,3.19
601388,怡球资源,3.2,70.44,70.44,54.18,1.3,37.34,7.92,-14.67,10.89,50.1,3.45,2.06,67.48,33,14,6,6,3.51,2.62
300174,元力股份,16.4,59.73,59.52,25.97,2.3,11.04,12.69,-8.87,12.53,46.54,18.86,12.57,50.04,27,11,5,5,5.04,3.24
603706,东方环宇,19.91,37.71,37.71,20.46,1.84,19.22,10.75,-10.31,6.14,31.52,25.17,14.7,71.22,25,19,11,10,6.67,3.1
002390,信邦制药,3.36,65.31,64.77,32.16,2.03,-18.25,11.11,-14.25,7.64,27.19,4.41,3.08,43.18,31,7,4,3,3.69,3.06
688373,盟科药业-U,6.72,44.06,40.66,-17.07,,45.45,14.44,-14.34,16.23,59.85,10.31,4.51,128.6,24,9,4,4,3.76,2.76
300911,亿田智能,37.31,68.4,63.93,-46.27,,78.86,46.88,-22.75,15.76,61.59,63.05,18.69,237.35,27,19,7,3,3.31,2.44
600903,贵州燃气,6.79,78.09,78.09,132.77,0.59,2.57,8.43,-6.89,4.65,16.62,7.62,6.34,20.19,27,14,8,10,4.68,2.86
300396,迪瑞医疗,13.76,37.52,37.47,-32.25,,-5.1,9.21,-7.84,7.17,17.67,17.13,12.01,42.63,25,8,3,3,3.38,2.57
002412,汉森制药,6.83,34.37,34.0,31.23,1.1,16.16,8.31,-10.19,8.9,18.85,7.36,5.21,41.27,29,9,4,2,3.53,2.69
002888,惠威科技,20.66,30.5,15.48,230.25,0.13,14.4,10.31,-10.51,26.63,99.21,22.89,12.81,78.69,31,18,9,16,4.66,2.94
603052,可川科技,44.84,84.25,84.25,253.72,0.33,62.4,41.14,-13.57,26.26,123.06,46.8,18.77,149.33,33,23,8,11,5.96,3.13
300943,春晖智控,24.18,49.28,32.48,91.11,0.54,90.39,24.46,-16.15,36.06,125.66,26.5,10.29,157.53,29,24,6,10,4.73,2.86
300482,万孚生物,20.91,97.88,90.0,54.89,1.78,-3.73,10.05,-11.42,7.18,24.71,26.08,18.86,38.28,27,10,5,5,5.91,3.29
600664,哈药股份,3.57,89.91,89.91,20.52,4.38,-3.77,8.24,-9.95,9.17,31.46,4.15,3.06,35.62,31,7,2,3,3.65,2.41
002127,南极电商,3.53,86.66,70.41,151.88,0.57,-30.24,16.76,-10.6,12.97,34.55,5.31,3.12,70.19,31,9,7,2,4.48,2.61
688330,宏力达,40.1,56.14,56.14,29.07,1.93,52.53,17.23,-7.56,6.97,43.74,46.57,23.64,97.0,29,13,5,5,5.18,2.77
601188,龙江交通,3.55,46.34,46.34,22.22,2.09,7.58,7.74,-6.17,9.45,38.31,4.15,3.12,33.01,33,15,9,9,4.27,3.04
000096,广聚能源,10.71,56.55,54.71,138.27,0.41,-4.88,44.66,-16.02,9.26,38.87,24.46,10.03,143.87,31,11,6,3,4.66,2.9
300155,安居宝,7.06,39.62,23.35,-89.59,,55.85,13.01,-8.96,21.54,63.2,7.33,3.49,110.03,29,12,6,5,5.98,3.32
603676,卫信康,11.21,48.78,48.78,16.69,2.92,20.54,26.31,-11.49,5.63,37.61,14.79,7.58,95.12,28,13,7,6,6.39,3.36
605259,绿田机械,22.13,38.17,38.17,14.29,2.67,47.34,11.02,-11.34,8.24,54.0,30.24,12.1,149.92,20,16,7,2,6.0,3.53
300358,楚天科技,11.31,80.88,79.32,71.82,1.13,73.73,24.86,-15.68,14.67,61.91,12.4,6.0,106.67,29,17,5,6,4.87,2.73
000910,大亚圣象,7.77,42.53,42.52,43.59,0.98,10.21,11.11,-7.51,4.42,12.09,8.69,6.66,30.48,25,15,4,5,6.04,2.89
600758,辽宁能源,3.8,50.24,50.19,-37.38,,16.92,10.15,-16.52,9.48,40.97,4.73,3.02,56.62,28,18,10,11,4.63,2.79
002737,葵花药业,15.14,88.42,88.42,-197.72,,-13.09,5.38,-9.6,4.25,13.41,19.54,14.36,36.07,23,7,3,2,3.89,2.83
600790,轻纺城,3.9,57.17,57.17,26.23,2.18,13.37,7.12,-7.67,4.77,20.02,4.37,3.06,42.81,29,10,5,5,5.32,2.91
002038,双鹭药业,7.87,80.85,67.05,42.98,1.88,15.06,8.77,-9.54,11.22,33.23,8.74,5.96,46.64,27,13,5,6,4.74,2.72
301056,森赫股份,16.35,43.62,28.78,59.02,0.74,106.7,35.37,-10.33,12.88,35.63,17.68,6.1,189.84,29,22,9,8,6.19,2.77
600368,五洲交通,3.99,64.23,64.23,9.48,6.78,-5.23,16.2,-21.75,10.64,68.93,5.74,3.83,49.87,29,19,10,13,4.92,2.93
603988,中电电机,25.19,59.25,59.25,113.31,0.52,20.07,17.01,-10.27,13.93,45.2,35.05,15.68,123.53,29,15,6,7,3.46,2.65
603689,皖天然气,8.33,43.82,43.41,12.53,3.5,1.71,3.69,-8.42,3.76,11.38,9.19,7.48,22.86,31,5,3,2,2.58,2.24
688276,百克生物,20.49,84.76,84.76,-40.17,,-8.4,9.09,-11.4,3.52,8.6,26.3,18.83,39.67,25,12,4,4,3.92,2.61
603856,东宏股份,12.77,36.02,36.02,15.53,2.32,20.24,22.33,-13.07,7.03,43.3,14.74,9.9,48.89,26,20,9,12,7.55,3.04
600217,中再资环,4.19,69.46,69.46,-13.97,,-16.37,12.01,-7.69,6.47,25.59,5.65,3.99,41.6,28,9,4,3,6.05,3.26
301305,朗坤科技,25.91,62.5,32.05,18.81,3.32,49.08,12.37,-11.9,15.35,69.51,27.11,13.7,97.88,27,15,4,7,4.87,2.88
600425,青松建化,4.32,69.32,59.56,16.61,4.17,19.67,14.06,-11.27,13.06,72.45,5.09,3.48,46.26,34,13,5,4,8.34,3.37
603590,康辰药业,43.87,69.76,69.41,40.91,1.71,90.57,27.28,-11.27,10.66,36.74,67.98,21.21,220.51,30,24,9,1,5.04,2.74
301188,力诺药包,18.61,44.49,44.49,65.58,0.68,17.78,10.15,-22.05,11.91,42.34,25.77,14.22,81.22,22,16,5,4,4.85,2.53
605169,洪通燃气,13.71,38.78,38.78,31.48,1.23,41.78,48.77,-18.4,10.04,63.54,21.64,8.14,165.85,29,22,12,13,6.72,3.34
300796,贝斯美,8.93,32.25,32.25,77.61,0.42,-11.14,25.0,-11.43,13.45,91.34,14.64,8.1,80.74,25,19,12,13,6.36,3.06
603006,联明股份,13.39,34.04,34.04,43.71,0.78,31.15,15.86,-14.77,9.81,34.79,16.65,8.19,103.3,27,17,4,3,5.26,3.18
600831,广电网络,4.58,32.56,32.56,-4.05,,81.03,11.63,-11.78,7.13,24.56,5.66,2.26,150.44,23,11,7,4,2.9,2.38
603353,和顺石油,27.76,47.72,47.31,164.13,0.29,94.81,23.09,-14.73,15.39,59.0,37.9,12.36,206.63,26,21,6,5,5.28,2.94
301391,卡莱特,82.0,77.91,76.13,436.58,0.18,119.08,30.19,-14.04,15.86,51.55,101.73,29.82,241.15,22,13,7,0,4.59,2.73
600502,安徽建工,4.74,81.36,81.36,7.55,10.78,11.53,6.88,-4.91,5.42,16.04,5.39,4.04,33.42,29,11,4,5,4.52,2.87
000705,浙江震元,9.37,31.31,26.42,41.88,0.75,24.93,19.31,-10.12,19.05,87.14,11.61,6.92,67.77,25,17,5,7,9.9,3.5
688633,星球石墨,25.34,36.43,36.43,33.82,1.08,-2.61,10.28,-10.28,3.95,9.24,30.65,21.02,45.81,21,12,4,5,4.05,2.56
300187,永清环保,5.08,32.8,32.62,24.9,1.32,8.32,6.1,-9.74,5.43,13.35,5.68,4.02,41.29,35,5,3,3,3.72,2.83
605011,杭州热电,20.77,83.1,83.1,42.94,1.94,2.97,12.81,-9.5,6.46,21.87,28.09,18.97,48.08,33,15,7,6,4.21,2.85
603661,恒林股份,31.92,44.39,44.39,11.94,3.72,12.59,6.52,-13.44,3.55,10.65,35.26,21.63,63.01,29,12,3,2,4.83,2.95
688410,山外山,16.23,51.87,51.87,37.23,1.39,62.3,16.47,-10.27,10.64,25.14,19.5,9.65,102.07,27,10,3,5,5.45,2.78
300501,海顺新材,15.72,30.42,15.83,46.89,0.65,20.92,36.55,-13.06,23.79,105.95,19.81,11.53,71.81,31,22,9,11,4.8,3.06
300288,朗玛信息,15.88,53.67,40.74,297.98,0.18,7.73,14.73,-14.75,20.06,108.36,20.77,11.27,84.29,27,12,4,4,5.08,3.16
600983,惠而浦,10.32,79.1,79.1,18.73,4.22,15.44,13.53,-10.65,3.0,18.71,12.3,7.41,65.99,23,11,6,6,9.08,4.54
600479,千金药业,10.38,51.09,43.44,20.45,2.5,6.46,4.4,-7.05,7.92,23.88,11.44,9.04,26.55,25,7,7,4,3.66,2.63
300467,迅游科技,33.56,68.2,56.57,289.53,0.24,104.51,17.59,-15.5,28.1,78.72,35.99,14.26,152.38,29,12,7,5,3.98,2.6
300988,津荣天宇,24.15,33.88,25.76,28.92,1.17,29.98,15.52,-12.41,24.82,71.45,26.85,14.68,82.9,29,13,6,5,4.24,2.57
600829,人民同泰,12.11,70.22,70.22,47.08,1.49,68.43,61.13,-16.67,13.98,57.69,18.13,6.4,183.28,29,29,10,6,6.7,3.22
301036,双乐股份,34.9,34.9,24.58,52.92,0.66,-15.27,7.46,-7.18,17.93,42.47,44.8,30.91,44.94,23,16,4,6,4.24,2.67
002391,长青股份,6.08,39.5,28.22,56.64,0.7,21.36,12.42,-10.0,15.44,77.56,7.15,4.45,60.67,31,23,6,10,7.02,3.67
002923,润都股份,12.77,42.77,32.96,-58.65,,21.73,27.28,-28.02,26.01,80.85,19.41,8.55,127.02,33,12,8,4,5.21,3.06
003028,振邦智能,31.21,45.16,22.01,44.65,1.01,8.11,15.99,-16.41,13.84,39.31,37.93,25.47,48.92,33,12,6,7,4.33,2.67
600965,福成股份,6.36,52.07,52.07,72.61,0.72,59.0,14.66,-12.31,9.9,50.68,7.05,3.75,88.0,21,17,5,14,5.16,2.86
300901,中胤时尚,18.25,43.8,43.8,-266.66,,76.5,18.71,-10.94,10.05,24.58,19.36,9.5,103.79,29,10,4,3,3.87,2.51
605098,行动教育,44.42,52.97,52.97,18.49,2.86,33.51,11.09,-9.06,5.47,15.79,45.5,32.57,39.7,25,8,3,1,3.7,2.58
300138,晨光生物,13.04,63.0,51.94,15.55,4.05,58.83,13.43,-7.61,13.52,82.2,15.0,7.81,92.06,34,19,6,4,4.56,2.85
603966,法兰泰克,13.61,54.26,54.13,23.8,2.28,76.52,18.52,-12.29,16.49,60.74,14.02,6.65,110.83,30,22,7,11,7.65,3.22
301178,天亿马,55.09,36.83,27.26,659.23,0.06,103.28,12.96,-16.18,33.32,80.65,73.53,24.44,200.86,23,10,3,1,2.55,2.25
000421,南京公用,6.95,39.92,39.91,25.83,1.55,11.38,8.11,-12.12,14.42,48.97,8.56,4.95,72.93,28,11,4,2,4.16,2.85
001206,依依股份,28.42,52.55,30.21,25.15,2.09,38.36,18.28,-14.27,30.25,107.98,36.04,13.17,173.65,24,11,6,0,3.0,2.3
600746,江苏索普,7.13,83.27,83.14,49.6,1.68,2.0,17.81,-10.72,4.52,28.22,10.44,6.4,63.12,31,17,15,10,7.36,3.05
002267,陕天然气,7.65,85.07,85.07,13.45,6.32,2.14,10.37,-14.37,4.57,15.81,9.57,7.06,35.55,29,13,3,7,4.36,2.64
605066,天正电气,7.94,40.08,39.89,28.57,1.4,35.49,21.27,-11.8,19.32,161.43,11.03,5.2,112.12,25,20,7,17,6.75,3.51
301303,真兰仪表,15.73,64.3,16.0,19.3,3.33,9.01,13.42,-10.33,14.15,66.71,18.77,10.82,73.48,29,16,5,6,5.86,2.97
301020,密封科技,23.12,33.85,33.85,34.55,0.98,24.03,25.45,-13.44,7.28,33.23,26.58,15.14,75.56,27,19,8,11,5.51,2.88
000919,金陵药业,7.81,48.57,48.56,53.21,0.91,22.03,10.94,-7.64,8.51,30.08,8.24,5.8,42.07,24,10,5,6,5.68,3.1
603982,泉峰汽车,8.64,31.55,29.34,-10.27,,9.51,14.27,-11.42,16.05,75.07,11.99,6.22,92.77,29,15,12,10,6.83,3.17
300994,久祺股份,16.56,38.6,19.32,22.39,1.72,50.82,27.32,-19.78,25.96,89.31,21.33,9.09,134.65,29,18,4,7,4.31,2.54
002301,齐心集团,8.19,59.08,58.8,31.56,1.87,19.39,11.52,-11.72,13.42,55.66,8.95,5.57,60.68,27,17,8,9,6.46,3.0
300076,GQY视讯,8.35,35.4,35.4,-84.12,,19.63,17.99,-16.01,20.44,79.08,9.96,5.84,70.55,28,12,5,9,4.53,2.62
002790,瑞尔特,8.57,35.81,22.34,43.62,0.82,21.39,46.59,-23.29,13.29,95.27,13.22,6.05,118.51,25,17,5,8,7.19,3.13
002646,天佑德酒,8.9,42.64,42.36,146.61,0.29,-5.02,6.8,-5.85,6.14,28.38,11.38,8.29,37.27,31,10,5,6,4.31,2.99
300478,杭州高新,27.86,35.29,35.29,-159.7,,211.28,35.07,-18.72,36.22,162.59,34.2,8.21,316.57,26,17,7,1,4.26,2.89
603173,福斯达,45.41,72.66,22.5,15.8,4.6,97.86,26.79,-16.01,26.89,76.96,55.28,19.7,180.61,29,10,6,1,4.65,2.78
301008,宏昌科技,37.12,48.61,43.0,144.75,0.34,91.54,33.96,-11.82,25.51,83.65,55.05,15.55,254.02,27,22,8,2,4.95,2.82
688529,豪森智能,19.87,33.42,33.42,-9.7,,17.02,31.1,-11.73,11.63,57.76,27.0,13.43,101.04,33,12,5,9,6.07,3.29
300942,易瑞生物,10.21,41.36,41.36,172.1,0.24,23.16,14.68,-13.96,10.24,42.04,14.15,6.88,105.67,27,17,6,4,7.26,3.05
603348,文灿股份,20.73,65.19,65.19,2074.06,0.03,-10.03,10.43,-10.75,7.75,19.03,26.71,18.13,47.32,31,6,3,3,3.24,2.63
002095,生 意 宝,19.67,49.71,49.51,-1327.88,,9.4,21.16,-12.27,19.85,69.2,23.39,13.15,77.87,29,18,6,9,4.4,2.83
000655,金岭矿业,9.78,58.22,58.22,19.81,2.94,60.86,40.45,-18.6,11.41,51.66,10.96,5.57,96.77,30,12,7,5,8.1,4.04
301193,家联科技,22.79,44.48,31.56,-45.2,,43.88,13.05,-9.93,12.2,52.78,26.62,13.23,101.21,23,26,10,9,5.62,3.18
603998,方盛制药,11.66,51.2,51.2,14.31,3.58,28.84,12.06,-11.99,17.12,70.19,13.5,8.12,66.26,30,12,4,6,3.88,2.68
688576,西山科技,68.82,31.31,15.0,54.12,0.58,14.13,7.99,-9.78,7.79,18.0,75.97,57.35,32.47,25,13,3,4,4.57,2.57
605319,无锡振华,22.31,78.1,67.18,18.39,4.25,29.78,27.12,-12.37,9.93,32.56,28.56,14.41,98.2,23,12,6,4,3.73,2.82
301557,常友科技,125.0,55.38,13.85,73.01,0.76,36.97,16.17,-11.12,51.41,290.51,158.87,63.61,149.76,23,5,6,0,3.31,2.45
301370,国科恒泰,12.53,58.97,40.57,65.66,0.9,22.48,9.81,-10.25,9.15,23.19,13.13,9.0,45.89,32,10,6,5,3.51,2.76
688298,东方生物,25.68,51.77,51.77,-18.26,,-10.15,9.58,-13.01,6.51,17.8,36.0,21.14,70.29,21,11,3,6,4.48,2.92
688179,阿拉丁,14.12,46.96,46.96,60.98,0.77,12.96,14.72,-14.44,8.93,22.0,16.25,9.93,63.65,21,10,3,4,3.75,2.6
688370,丛麟科技,27.04,37.07,11.83,180.45,0.21,44.37,20.82,-12.6,14.13,61.27,32.29,16.44,96.41,24,19,6,4,7.33,2.97
603538,美诺华,21.18,46.73,45.79,36.54,1.28,69.71,29.58,-13.51,29.28,102.66,31.15,11.35,174.45,25,20,7,0,5.0,2.59
688314,康拓医疗,40.05,32.54,32.54,31.81,1.02,36.36,16.64,-8.94,8.26,42.5,43.99,23.64,86.08,21,18,6,6,8.34,3.68
603701,德宏股份,20.58,53.79,53.79,364.68,0.15,48.38,13.36,-12.54,6.04,21.63,22.09,12.32,79.3,27,12,5,3,2.83,2.45
301185,鸥玛软件,21.36,32.77,29.88,55.23,0.59,23.04,8.43,-8.63,15.93,47.16,23.3,13.9,67.63,21,19,5,11,5.12,2.98
688237,超卓航科,53.97,48.4,48.4,325.84,0.15,146.21,30.74,-7.8,11.79,39.36,62.48,19.02,228.5,18,15,6,3,4.36,2.97
301068,大地海洋,28.33,40.03,28.55,-171.51,,32.69,13.24,-7.69,6.09,19.7,37.0,19.49,89.84,25,20,6,8,4.21,2.74
301003,江苏博云,46.93,45.58,35.26,42.04,1.08,131.98,39.21,-16.12,17.8,59.26,48.5,18.62,160.47,29,18,9,3,8.25,3.05
